Lattitude,Longitude
-118.38,34.18
-86.78,41.22
-94.56,39.15
-71.46,41.57
-71.46,41.61
-80.20,26.21
-92.27,34.79
-92.26,34.76
-92.21,34.79
-92.20,34.78
-85.79,41.00
-80.18,25.90
-80.12,25.94
-78.68,33.83
-81.91,41.42
-80.06,26.85
-82.22,27.04
-71.45,41.86
-81.98,41.41
-81.72,41.31
-93.02,45.03
-71.51,41.98
-92.98,45.02
-85.63,39.01
-79.82,40.39
-79.78,40.37
-75.24,40.23
-72.64,42.34
-93.18,44.46
-87.59,33.24
-118.56,34.24
-118.54,34.23
-118.50,34.23
-93.25,43.44
-83.47,41.61
-82.60,36.94
-118.08,33.90
-118.05,33.90
-82.61,41.27
-82.60,41.23
-73.45,41.10
-73.42,41.16
-73.39,41.13
-72.11,41.51
-71.18,42.21
-76.50,39.38
-76.48,39.39
-76.47,39.38
-76.47,39.38
-83.44,42.47
-74.16,40.81
-87.94,42.87
-87.93,42.92
-87.75,41.60
-122.66,48.29
-81.16,37.95
-77.42,38.92
-87.74,41.70
-87.73,41.72
-92.85,45.03
-84.25,36.02
-79.40,39.40
-74.26,41.01
-75.08,39.91
-83.87,34.23
-82.18,29.20
-82.13,29.19
-82.09,29.19
-75.09,38.33
-75.07,38.36
-75.06,38.42
-74.57,39.28
-117.38,33.19
-117.37,33.20
-117.34,33.18
-117.33,33.22
-73.64,40.63
-81.52,28.57
-88.49,43.11
-102.39,31.85
-90.70,38.80
-90.70,38.76
-95.91,41.13
-111.98,41.19
-111.98,41.23
-111.97,41.26
-111.95,41.19
-89.08,41.29
-89.53,38.43
-84.43,42.68
-84.42,42.72
-97.66,35.57
-97.65,35.46
-97.60,35.49
-97.60,35.46
-97.58,35.51
-97.57,35.44
-97.57,35.39
-97.55,35.58
-97.55,35.51
-97.53,35.46
-97.53,35.61
-97.53,35.39
-97.53,35.35
-97.49,35.40
-97.49,35.32
-97.48,35.35
-97.46,35.49
-97.44,35.44
-97.39,35.46
-95.96,35.65
-94.82,38.86
-94.78,38.88
-94.77,38.91
-74.31,40.40
-75.74,41.37
-72.38,41.30
-82.70,28.05
-89.86,34.96
-122.91,47.00
-122.84,46.99
-122.83,47.05
-96.19,41.24
-96.14,41.23
-96.14,41.23
-96.13,41.20
-96.13,41.29
-96.10,41.23
-96.09,41.26
-96.08,41.21
-96.08,41.29
-96.07,41.32
-96.05,41.29
-96.05,41.24
-96.03,41.26
-96.03,41.23
-96.02,41.25
-96.02,41.28
-96.00,41.30
-95.99,41.24
-95.99,41.21
-95.98,41.26
-95.98,41.22
-95.96,41.33
-95.96,41.30
-95.96,41.26
-95.96,41.20
-95.95,41.22
-95.93,41.24
-86.47,33.95
-75.72,37.69
-117.66,34.06
-117.63,34.03
-117.62,34.08
-117.59,34.03
-117.56,34.06
-117.55,34.08
-116.94,44.02
-85.06,35.08
-85.35,32.64
-86.25,31.28
-117.88,33.79
-117.84,33.83
-93.75,30.09
-78.12,38.26
-72.99,41.27
-87.59,30.27
-81.30,28.92
-81.74,30.16
-81.73,30.19
-81.70,30.12
-80.87,33.48
-80.86,33.51
-80.83,33.55
-75.58,40.63
-89.38,42.94
-83.48,41.64
-122.59,45.33
-111.70,40.30
-111.69,40.28
-87.85,41.62
-87.79,41.60
-81.50,28.45
-81.47,28.45
-81.46,28.50
-81.46,28.55
-81.46,28.48
-81.45,28.46
-81.44,28.58
-81.43,28.44
-81.42,28.48
-81.40,28.47
-81.39,28.61
-81.31,28.52
-81.31,28.54
-81.31,28.49
-81.29,28.52
-81.28,28.57
-81.21,28.60
-81.21,28.57
-81.13,28.56
-81.15,29.25
-81.04,29.28
-110.96,32.40
-68.69,44.90
-121.57,39.50
-88.58,44.01
-88.54,44.02
-93.46,45.10
-95.27,38.58
-88.84,41.36
-84.05,41.02
-83.69,41.80
-92.44,41.02
-94.68,38.85
-94.67,38.88
-81.25,28.62
-93.24,44.08
-87.15,37.76
-87.12,37.73
-87.12,37.73
-87.10,37.76
-76.78,39.42
-84.15,43.00
-89.56,34.36
-89.51,34.36
-85.83,33.61
-83.26,42.82
-78.58,36.30
-75.98,39.79
-119.19,34.18
-119.18,34.22
-119.15,34.22
-77.00,38.82
-76.98,38.80
-118.42,34.24
-118.41,34.27
-81.24,41.73
-82.82,37.82
-88.05,42.12
-88.01,42.09
-80.63,28.00
-80.62,28.03
-80.13,26.84
-80.30,27.17
-116.39,33.72
-116.38,33.72
-116.30,33.76
-82.77,28.09
-82.74,28.07
-116.55,33.82
-118.18,34.60
-118.08,34.58
-149.12,61.60
-72.33,42.16
-82.56,27.52
-76.57,40.32
-69.30,44.83
-87.80,41.68
-87.82,41.69
-118.38,33.78
-85.73,30.18
-85.89,30.23
-85.82,30.18
-118.45,34.22
-75.48,40.04
-121.61,39.77
-90.70,36.03
-118.16,33.89
-74.05,40.92
-95.51,33.66
-111.51,40.66
-90.51,37.88
-95.05,46.92
-87.84,42.02
-74.03,41.04
-114.29,34.15
-104.77,39.54
-81.55,39.25
-81.54,39.23
-81.52,39.35
-76.55,39.40
-76.54,39.38
-84.64,42.27
-74.40,40.86
-118.15,34.14
-118.13,34.16
-118.12,34.15
-118.07,34.14
-95.19,29.69
-95.16,29.65
-95.12,29.66
-76.52,39.16
-120.69,35.64
-74.13,40.86
-74.12,40.85
-73.04,40.78
-73.01,40.78
-74.14,40.90
-91.27,29.68
-85.89,42.21
-73.60,41.57
-71.39,41.87
-116.92,44.07
-111.32,34.24
-70.99,42.53
-157.95,21.39
-157.95,21.35
-95.28,29.56
-73.91,41.29
-86.81,33.29
-86.29,33.61
-74.69,39.97
-79.19,34.70
-70.76,42.11
-85.77,40.00
-82.78,34.62
-74.80,40.33
-75.47,39.72
-75.06,39.95
-75.03,39.99
-75.49,39.68
-87.43,30.31
-87.32,30.40
-87.28,30.40
-87.28,30.43
-87.26,30.49
-87.22,30.51
-87.21,30.47
-87.20,30.42
-112.26,33.58
-112.24,33.61
-117.23,33.80
-117.22,33.78
-94.27,41.83
-84.22,42.84
-83.74,32.47
-83.60,41.55
-89.89,37.71
-74.27,40.51
-89.15,41.37
-89.11,41.34
-86.07,40.76
-89.26,31.35
-77.47,37.20
-77.43,37.24
-77.38,37.20
-90.40,38.29
-88.25,43.08
-98.20,26.20
-98.18,26.23
-117.57,34.43
-85.03,32.47
-85.02,32.49
-89.12,32.77
-75.24,39.90
-75.23,39.89
-75.20,39.95
-75.19,39.92
-75.18,40.03
-75.17,39.95
-75.16,40.07
-75.16,39.96
-75.16,39.95
-75.15,39.95
-75.15,39.91
-75.15,40.02
-75.14,39.93
-75.13,40.01
-75.12,40.04
-75.12,40.04
-75.10,40.04
-75.09,39.99
-75.08,40.03
-75.07,40.05
-75.06,40.03
-75.03,40.07
-75.02,40.12
-75.00,40.06
-74.98,40.10
-74.97,40.09
-74.96,40.09
-75.18,40.70
-75.15,40.68
-112.24,33.47
-112.22,33.42
-112.22,33.49
-112.17,33.47
-112.15,33.50
-112.14,33.64
-112.14,33.45
-112.13,33.41
-112.13,33.61
-112.12,33.48
-112.12,33.58
-112.11,33.52
-112.11,33.55
-112.11,33.51
-112.11,33.68
-112.08,33.43
-112.07,33.48
-112.07,33.40
-112.07,33.45
-112.07,33.57
-112.07,33.80
-112.07,33.64
-112.06,33.38
-112.06,33.54
-112.06,33.41
-112.05,33.31
-112.05,33.44
-112.05,33.48
-112.03,33.49
-112.03,33.65
-112.01,33.47
-112.01,33.59
-112.00,33.44
-112.00,33.30
-112.00,33.43
-112.00,33.64
-112.00,33.41
-111.98,33.33
-111.98,33.59
-75.55,40.15
-75.55,40.14
-89.67,30.52
-82.69,34.87
-82.78,39.91
-118.08,34.00
-82.39,34.73
-83.58,35.81
-83.55,35.78
-82.53,37.50
-92.04,34.23
-92.01,34.17
-92.00,34.22
-82.73,27.84
-92.41,31.36
-80.89,35.08
-82.33,36.42
-84.27,40.14
-84.22,40.15
-74.43,40.55
-80.18,40.45
-80.16,40.45
-80.06,40.43
-80.06,40.49
-80.02,40.45
-80.01,40.37
-80.01,40.53
-79.98,40.43
-79.98,40.38
-79.96,40.44
-79.95,40.51
-79.95,40.34
-79.93,40.42
-79.89,40.45
-79.83,40.54
-79.83,40.47
-79.81,40.43
-79.71,40.45
-73.21,42.47
-75.79,41.32
-117.84,33.89
-120.78,38.73
-83.28,40.11
-88.27,41.56
-88.20,41.59
-74.44,40.60
-74.40,40.63
-75.86,41.28
-101.74,34.21
-73.50,40.77
-73.47,40.78
-72.86,41.67
-71.31,42.01
-85.66,42.45
-96.77,33.03
-88.56,41.66
-82.12,27.99
-88.83,30.42
-91.23,30.28
-94.78,39.37
-94.77,39.36
-73.49,44.70
-73.48,44.70
-73.45,44.68
-95.91,41.01
-74.53,39.39
-93.46,45.01
-86.31,41.36
-86.31,41.45
-83.48,42.40
-83.44,42.36
-71.72,43.77
-70.69,41.95
-90.96,36.25
-74.05,40.08
-117.79,34.06
-117.75,34.03
-117.75,34.04
-117.74,34.11
-117.72,34.08
-80.27,26.27
-80.25,26.24
-80.25,26.24
-80.15,26.23
-80.10,26.23
-80.10,26.27
-97.07,36.73
-90.46,30.44
-88.66,40.87
-83.30,42.68
-83.29,42.65
-83.25,42.61
-89.02,34.26
-81.24,32.11
-89.54,30.84
-91.24,30.45
-91.23,30.41
-123.41,48.11
-93.92,29.93
-82.14,27.01
-82.05,27.02
-73.67,41.00
-82.92,41.51
-82.45,42.97
-82.45,43.02
-74.69,41.38
-81.00,29.13
-122.61,47.53
-82.71,28.29
-80.39,27.31
-80.37,27.26
-80.31,27.30
-87.87,43.41
-73.70,40.84
-87.18,41.58
-85.59,42.22
-85.56,42.20
-95.24,30.10
-83.90,33.57
-119.04,36.08
-119.03,36.05
-122.79,45.45
-122.78,45.42
-122.75,45.44
-122.75,45.39
-122.69,45.47
-122.68,45.59
-122.68,45.52
-122.68,45.61
-122.66,45.51
-122.66,45.53
-122.63,45.41
-122.63,45.53
-122.61,45.50
-122.58,45.46
-122.58,45.49
-122.56,45.52
-122.54,45.50
-122.54,45.57
-122.48,45.54
-122.47,45.52
-84.98,40.45
-84.89,42.86
-72.64,41.57
-70.32,43.67
-70.29,43.70
-70.28,43.65
-70.28,43.67
-82.97,38.74
-76.38,36.81
-76.35,36.80
-76.34,36.83
-76.32,36.80
-76.32,36.80
-70.78,43.03
-94.63,35.07
-74.99,44.68
-75.63,40.27
-75.61,40.24
-76.23,40.67
-76.19,40.64
-76.17,40.70
-73.92,41.62
-73.89,41.70
-122.64,47.74
-117.06,32.95
-108.76,44.75
-86.42,32.46
-112.48,34.56
-112.43,34.55
-112.33,34.59
-110.82,39.60
-75.31,39.93
-93.59,45.57
-89.46,41.40
-87.59,38.36
-81.10,37.36
-74.66,40.35
-74.65,40.40
-93.42,44.72
-87.89,42.11
-71.44,41.82
-71.44,41.87
-71.43,41.83
-71.42,41.82
-71.41,41.86
-71.41,41.80
-111.66,40.22
-111.66,40.25
-104.66,38.24
-104.62,38.31
-104.61,38.27
-104.61,38.32
-104.57,38.29
-78.97,40.95
-95.06,47.79
-122.36,47.16
-122.30,47.20
-122.29,47.10
-122.29,47.15
-75.36,40.44
-76.18,39.90
-111.69,33.22
-73.75,40.73
-73.68,43.33
-73.67,43.33
-91.36,39.94
-84.59,30.59
-71.03,42.26
-71.00,42.25
-70.98,42.24
-83.57,30.79
-90.56,29.70
-87.84,42.70
-87.80,42.76
-85.94,37.84
-80.58,37.14
-79.19,34.98
-74.26,40.60
-86.04,33.96
-85.85,34.50
-78.71,35.86
-78.69,35.79
-78.68,35.89
-78.68,35.78
-78.65,35.90
-78.65,35.73
-78.64,35.88
-78.63,35.82
-78.61,35.84
-78.61,35.76
-78.60,35.89
-78.59,35.82
-78.58,35.77
-78.57,35.80
-116.88,33.04
-79.65,35.74
-93.45,45.23
-121.29,38.59
-121.27,38.62
-117.59,33.64
-71.04,42.16
-79.23,37.93
-76.48,40.11
-74.63,40.58
-81.23,41.16
-76.02,40.33
-75.98,40.34
-75.97,40.34
-75.93,40.34
-75.86,40.30
-71.10,42.52
-95.23,41.02
-92.58,44.57
-117.20,34.06
-118.38,33.87
-95.11,44.54
-73.86,40.73
-75.08,38.70
-76.81,39.45
-119.87,39.53
-119.83,39.51
-119.83,39.53
-119.81,39.53
-119.79,39.49
-119.79,39.56
-119.79,39.51
-119.78,39.47
-119.78,39.51
-119.77,39.45
-87.23,40.94
-122.22,47.44
-122.20,47.44
-122.20,47.49
-122.16,47.51
-77.36,38.94
-77.35,38.95
-77.35,38.98
-77.33,38.96
-71.01,42.42
-111.82,43.81
-82.83,39.93
-82.81,39.96
-117.40,34.11
-117.37,34.07
-117.36,34.11
-91.73,45.49
-96.75,32.96
-81.01,34.72
-93.28,44.88
-93.28,44.86
-81.63,41.27
-90.16,32.22
-81.81,37.09
-95.74,29.62
-95.69,29.56
-84.93,39.82
-84.89,39.87
-84.84,39.83
-84.33,37.84
-84.31,37.74
-82.74,42.80
-77.62,37.60
-77.61,37.51
-77.61,37.51
-77.57,37.49
-77.57,37.59
-77.55,37.64
-77.55,37.50
-77.52,37.62
-77.51,37.63
-77.51,37.50
-77.49,37.58
-77.48,37.50
-77.46,37.63
-77.45,37.60
-77.44,37.57
-77.44,37.46
-77.44,37.52
-77.43,37.54
-77.43,37.40
-77.40,37.58
-77.36,37.55
-81.33,31.93
-87.72,41.48
-117.67,35.65
-73.89,40.70
-75.32,39.88
-107.78,39.52
-81.24,32.29
-74.87,39.01
-106.66,35.24
-106.62,35.28
-81.69,38.76
-81.78,40.98
-92.62,44.87
-84.42,33.55
-72.67,40.93
-117.46,33.98
-117.46,33.91
-117.46,33.91
-117.45,33.94
-117.45,33.94
-117.44,34.01
-117.39,33.96
-117.39,33.94
-117.36,33.98
-117.34,33.89
-74.96,40.02
-111.94,40.52
-82.33,27.86
-85.36,33.15
-80.01,37.23
-79.99,37.29
-79.96,37.25
-79.96,37.34
-77.66,36.46
-77.64,36.43
-78.40,40.33
-87.71,30.54
-83.57,32.60
-89.07,41.94
-74.07,40.90
-92.50,44.07
-92.46,44.02
-92.46,43.98
-92.46,44.04
-92.44,44.01
-86.22,41.05
-83.19,42.68
-83.17,42.64
-83.13,42.66
-70.99,43.31
-89.69,41.77
-81.08,34.95
-81.03,34.90
-81.02,34.98
-80.99,34.97
-74.60,41.63
-74.53,40.89
-89.10,42.29
-89.08,42.27
-89.07,42.32
-89.07,42.24
-89.03,42.25
-89.03,42.23
-88.98,42.24
-88.97,42.27
-79.75,34.92
-70.91,42.12
-70.89,42.17
-69.10,44.11
-121.23,38.79
-77.21,39.10
-77.84,35.98
-77.82,35.95
-77.81,35.97
-72.95,40.95
-81.85,41.46
-81.97,34.84
-94.64,39.04
-93.55,45.20
-91.78,37.95
-88.00,42.06
-85.22,34.27
-85.16,34.25
-88.12,41.65
-88.08,41.64
-78.76,39.34
-83.39,42.22
-73.10,40.83
-89.02,42.43
-76.50,39.32
-88.11,41.97
-74.26,40.64
-74.28,40.66
-118.09,34.06
-93.14,44.73
-95.78,29.57
-121.31,38.76
-121.27,38.74
-121.26,38.76
-82.97,42.51
-82.91,42.54
-71.14,42.28
-84.39,34.06
-84.35,34.03
-84.32,34.06
-84.32,34.02
-88.09,42.38
-117.89,34.00
-96.57,32.91
-112.06,41.18
-83.19,42.52
-83.15,42.48
-83.15,42.50
-80.25,26.68
-83.13,34.28
-83.12,34.28
-78.37,38.23
-71.35,41.86
-92.98,45.68
-85.44,39.63
-83.89,40.47
-93.16,35.27
-93.12,35.28
-87.72,34.51
-92.64,32.54
-74.10,40.82
-72.97,43.61
-70.43,43.51
-121.54,38.62
-121.52,38.49
-121.50,38.58
-121.50,38.52
-121.48,38.65
-121.45,38.61
-121.44,38.53
-121.44,38.56
-121.43,38.50
-121.43,38.57
-121.43,38.60
-121.42,38.60
-121.40,38.62
-121.37,38.56
-121.37,38.53
-121.35,38.66
-121.34,38.56
-74.10,40.90
-84.08,43.42
-84.07,43.42
-84.01,43.44
-83.98,43.45
-83.98,43.47
-83.97,43.48
-83.95,43.43
-83.90,43.41
-83.89,43.45
-81.32,29.88
-81.29,28.24
-97.54,30.95
-123.05,44.95
-123.04,44.90
-123.03,44.88
-123.03,44.98
-122.98,44.96
-122.98,44.94
-122.98,44.91
-111.66,40.07
-91.55,37.64
-88.97,38.62
-88.12,42.57
-80.84,40.90
-80.34,36.07
-80.30,36.06
-80.26,36.07
-80.07,37.29
-80.03,37.32
-71.23,42.77
-71.22,42.77
-70.92,42.50
-106.00,38.52
-97.63,38.83
-97.61,38.79
-97.61,38.84
-80.49,35.65
-80.46,35.66
-75.60,38.35
-75.57,38.37
-75.57,38.41
-74.12,41.45
-113.89,45.17
-112.03,40.70
-111.99,40.67
-111.95,40.79
-111.94,40.73
-111.94,40.70
-111.94,40.65
-111.89,40.73
-111.89,40.64
-111.88,40.76
-111.88,40.70
-111.87,40.76
-111.85,40.70
-111.84,40.77
-111.83,40.63
-111.80,40.70
-81.77,34.01
-100.48,31.40
-100.45,31.46
-98.59,29.56
-98.50,29.44
-98.49,29.36
-98.45,29.45
-97.64,26.13
-117.36,34.19
-117.32,34.12
-117.31,34.09
-117.29,34.14
-117.29,34.17
-117.28,34.06
-117.28,34.12
-117.25,34.14
-117.25,32.79
-117.23,32.95
-117.21,32.87
-117.20,32.75
-117.17,32.82
-117.17,32.91
-117.17,32.72
-117.16,32.72
-117.15,32.78
-117.15,32.81
-117.15,32.83
-117.15,32.77
-117.13,32.69
-117.13,32.76
-117.12,32.92
-117.12,32.71
-117.11,32.95
-117.11,32.75
-117.09,32.82
-117.08,33.01
-117.07,32.76
-117.83,34.11
-118.44,34.30
-116.96,33.77
-120.69,35.26
-120.66,35.29
-117.18,33.14
-117.12,33.14
-118.29,33.74
-117.06,32.56
-117.03,32.55
-96.12,36.11
-82.81,32.97
-77.34,37.52
-82.85,43.42
-82.71,41.43
-82.68,41.42
-122.29,45.40
-111.89,40.59
-111.89,40.57
-111.85,40.61
-111.83,40.58
-81.33,28.81
-81.29,28.76
-81.28,28.77
-81.27,28.81
-79.20,35.50
-79.16,35.47
-79.15,35.46
-70.76,43.42
-117.92,33.75
-117.89,33.71
-117.88,33.76
-117.87,33.75
-117.86,33.71
-117.84,33.73
-117.84,33.76
-119.74,34.44
-118.54,34.43
-105.99,35.65
-105.97,35.66
-105.95,35.69
-120.44,34.92
-120.44,34.97
-120.42,34.95
-118.50,34.01
-118.47,34.02
-116.99,32.84
-80.47,33.49
-96.10,36.00
-88.07,30.83
-74.12,44.32
-74.12,44.32
-82.54,27.34
-82.53,27.32
-82.50,27.39
-82.50,27.34
-82.48,27.30
-82.45,27.34
-73.75,43.10
-80.58,28.15
-86.18,42.68
-71.03,42.46
-71.02,42.47
-71.02,42.46
-94.17,45.59
-87.57,41.49
-71.46,41.50
-88.24,35.22
-81.15,31.98
-81.12,32.01
-81.10,32.07
-81.10,32.01
-81.07,32.04
-86.60,41.89
-122.88,45.74
-70.33,43.59
-73.82,40.99
-73.81,41.00
-88.14,42.05
-88.10,42.05
-88.08,42.01
-88.07,42.04
-88.04,42.05
-87.47,41.49
-87.45,41.48
-87.88,41.95
-74.39,40.66
-89.87,38.54
-89.54,37.21
-86.05,34.63
-85.78,38.69
-111.94,33.48
-111.92,33.47
-111.91,33.57
-111.91,33.57
-111.90,33.63
-111.84,33.59
-75.68,41.41
-75.67,41.45
-75.65,41.46
-75.62,41.43
-75.59,38.65
-73.49,40.67
-118.10,33.74
-91.70,35.25
-122.37,47.67
-122.37,47.63
-122.35,47.73
-122.34,47.47
-122.34,47.63
-122.34,47.62
-122.33,47.57
-122.33,47.55
-122.32,47.62
-122.32,47.61
-122.32,47.66
-122.31,47.73
-122.30,47.59
-122.29,47.47
-122.25,47.45
-80.50,27.87
-81.49,27.50
-81.44,27.47
-74.05,40.79
-111.76,34.87
-71.33,41.80
-82.27,27.99
-76.84,40.84
-85.77,38.39
-87.04,32.43
-88.58,35.16
-82.79,27.84
-88.23,30.77
-89.97,34.63
-123.12,48.08
-83.57,35.86
-81.91,41.03
-149.44,60.12
-80.19,40.54
-85.86,38.96
-93.51,44.80
-78.38,33.98
-88.08,30.68
-75.94,41.32
-75.94,41.32
-80.49,33.97
-96.91,35.35
-94.73,39.01
-94.72,38.96
-94.69,39.01
-94.69,38.93
-94.67,38.99
-87.73,43.77
-87.72,43.76
-82.64,40.87
-81.54,35.28
-82.97,42.64
-86.46,35.48
-85.75,39.52
-85.25,38.21
-123.13,47.23
-73.13,41.26
-95.38,40.76
-76.20,40.82
-85.70,38.00
-85.69,38.00
-96.61,33.65
-118.45,34.16
-122.84,45.37
-77.50,40.06
-72.87,40.80
-110.04,34.25
-93.80,32.47
-93.77,32.54
-93.76,32.48
-93.75,32.40
-71.75,42.27
-84.18,40.29
-110.26,31.56
-79.44,35.73
-77.08,39.06
-77.08,39.10
-77.03,39.00
-122.69,47.65
-106.07,39.63
-118.78,34.27
-118.74,34.28
-82.26,34.71
-96.42,42.50
-96.42,42.51
-96.40,42.49
-96.35,42.48
-96.35,42.45
-96.35,42.44
-96.79,43.51
-96.78,43.51
-96.77,43.52
-96.76,43.54
-96.76,43.51
-96.73,43.56
-96.73,43.52
-96.71,43.60
-96.71,43.55
-96.67,43.53
-87.76,42.01
-87.72,42.04
-69.73,44.78
-89.83,30.31
-89.79,30.26
-89.77,30.31
-89.75,30.28
-88.27,43.32
-80.05,41.08
-121.10,38.50
-76.61,36.96
-76.58,36.96
-82.54,42.98
-82.50,42.96
-73.17,40.85
-84.54,33.90
-84.54,33.90
-84.52,33.89
-84.51,33.84
-84.50,33.84
-84.48,33.88
-84.04,33.80
-84.01,33.86
-122.10,47.93
-83.71,33.68
-106.89,34.07
-151.07,60.48
-76.46,38.35
-81.44,41.38
-74.60,39.32
-84.63,37.05
-79.11,40.01
-79.05,40.00
-74.49,40.51
-74.49,40.51
-71.17,41.73
-70.88,43.24
-71.09,42.38
-120.37,37.97
-120.34,37.98
-75.33,40.31
-74.30,40.50
-74.30,40.46
-86.32,41.67
-86.29,41.72
-86.25,41.68
-86.25,41.73
-86.23,41.63
-86.22,41.70
-78.92,36.74
-78.90,36.69
-73.21,44.44
-73.18,44.47
-87.64,41.48
-70.15,41.69
-118.07,34.06
-118.05,34.04
-88.30,42.00
-73.43,40.71
-118.23,33.97
-118.20,33.94
-118.16,33.95
-74.05,40.86
-86.27,42.39
-78.12,36.72
-119.98,38.93
-83.65,42.45
-87.86,42.91
-70.52,44.22
-74.40,40.60
-70.33,43.64
-73.83,40.68
-96.43,42.47
-93.03,44.89
-72.40,40.90
-90.00,34.99
-89.99,34.96
-83.31,42.50
-83.28,42.46
-83.22,42.51
-83.21,42.20
-83.19,42.20
-72.87,41.64
-122.40,47.05
-111.64,40.12
-119.74,39.54
-119.71,39.64
-85.71,43.15
-85.71,43.15
-85.48,35.93
-74.64,41.04
-82.00,34.92
-81.98,34.94
-81.97,34.98
-81.96,35.01
-81.94,34.96
-81.89,35.02
-81.89,34.97
-95.14,43.13
-86.77,39.29
-95.13,43.42
-95.52,30.02
-95.49,30.18
-95.49,30.04
-95.43,30.05
-75.55,40.18
-86.92,35.77
-82.63,28.45
-82.58,28.48
-82.54,28.46
-86.17,43.08
-78.97,35.17
-93.24,45.11
-74.03,41.14
-74.03,41.10
-123.00,44.06
-122.93,44.05
-89.71,39.77
-89.66,39.80
-89.65,39.76
-89.64,39.71
-89.61,39.79
-89.60,39.83
-83.82,39.94
-83.78,39.92
-77.19,38.77
-72.58,42.14
-72.58,42.11
-72.55,42.14
-72.50,42.09
-72.50,42.12
-73.75,40.68
-111.61,40.16
-82.05,35.87
-73.08,44.83
-90.40,38.73
-90.38,38.73
-81.41,29.92
-81.32,29.87
-81.32,29.90
-81.29,29.92
-90.53,38.79
-90.49,38.77
-88.34,41.90
-90.98,38.37
-82.49,42.82
-82.90,42.47
-82.90,42.52
-80.92,40.08
-80.87,40.07
-94.21,45.55
-94.20,45.55
-94.14,45.57
-81.30,28.25
-91.62,38.00
-84.55,42.99
-94.85,39.78
-94.83,39.76
-94.80,39.78
-94.80,39.75
-86.49,42.08
-90.47,38.68
-90.41,38.56
-90.36,38.52
-90.36,38.69
-90.36,38.49
-90.35,38.63
-90.34,38.73
-90.34,38.61
-90.33,38.58
-90.31,38.47
-90.29,38.60
-90.28,38.77
-90.26,38.65
-90.25,38.68
-90.24,38.59
-90.22,38.61
-90.22,38.77
-90.20,38.61
-93.21,44.79
-93.19,45.02
-93.17,45.01
-93.16,44.83
-93.15,45.06
-93.14,44.92
-93.11,44.96
-93.11,44.94
-93.11,45.04
-93.11,44.99
-93.08,44.93
-93.08,44.90
-93.07,44.96
-93.06,44.98
-93.05,45.08
-93.02,44.95
-92.97,44.93
-92.96,44.96
-92.91,44.95
-82.31,36.91
-78.98,34.81
-90.62,38.80
-90.59,38.75
-90.58,38.80
-82.74,27.72
-82.68,27.73
-82.64,27.81
-81.39,31.16
-82.68,27.77
-95.60,29.65
-95.56,29.61
-77.42,38.47
-73.55,41.11
-81.09,35.35
-117.99,33.78
-122.33,48.24
-94.80,46.36
-82.11,29.94
-82.70,34.39
-119.93,38.97
-74.17,40.58
-74.16,40.54
-74.14,40.62
-74.14,40.55
-74.13,40.61
-74.12,40.56
-74.09,40.59
-81.78,32.43
-80.94,35.80
-80.88,35.82
-80.86,35.79
-79.06,38.13
-79.05,38.14
-103.23,40.63
-77.44,39.01
-77.42,38.98
-77.41,39.04
-83.09,42.56
-83.05,42.62
-83.05,42.55
-83.03,42.59
-82.99,42.63
-80.70,40.38
-80.64,40.37
-86.51,42.03
-97.05,36.12
-84.20,33.54
-84.20,33.76
-84.19,33.80
-84.11,33.82
-71.10,42.49
-77.39,36.98
-95.20,42.65
-89.22,42.94
-71.07,42.10
-81.44,41.20
-81.40,41.17
-75.00,39.83
-73.14,41.20
-70.92,43.00
-88.18,42.01
-88.84,41.14
-81.37,41.25
-81.84,41.32
-75.24,40.99
-75.24,40.99
-75.23,40.99
-94.32,41.50
-80.25,27.19
-80.18,27.23
-72.09,42.11
-85.43,41.80
-87.95,42.73
-74.64,40.87
-76.64,36.72
-76.58,36.75
-76.49,36.87
-76.43,36.88
-95.64,29.67
-95.62,29.60
-95.60,29.59
-91.17,38.22
-87.42,39.10
-93.38,30.22
-93.33,30.23
-95.59,33.12
-80.84,38.27
-85.34,34.49
-80.21,33.02
-80.19,32.99
-80.17,32.97
-87.80,41.79
-122.20,47.20
-80.38,33.95
-80.33,33.92
-117.19,33.71
-82.37,27.71
-111.87,33.22
-89.23,43.19
-82.92,40.27
-76.79,40.86
-118.31,34.26
-73.92,40.74
-112.37,33.66
-112.33,33.64
-120.65,40.42
-84.16,34.06
-84.09,34.05
-84.05,34.03
-82.39,35.60
-82.39,35.60
-77.16,34.70
-71.21,41.75
-83.81,42.96
-88.72,41.97
-86.26,33.17
-85.14,41.11
-83.25,35.34
-83.74,41.72
-83.68,41.71
-73.50,40.81
-85.75,41.41
-78.86,34.16
-122.58,47.09
-122.54,47.22
-122.52,47.26
-122.47,47.22
-122.46,47.19
-122.43,47.14
-122.41,47.19
-122.36,47.24
-86.10,33.44
-84.35,30.44
-81.44,41.09
-75.97,40.80
-82.58,28.05
-82.58,28.00
-82.56,28.03
-82.54,28.06
-82.52,27.95
-82.52,27.89
-82.51,28.00
-82.51,27.94
-82.51,28.03
-82.50,28.09
-82.48,28.01
-82.46,28.09
-82.46,27.95
-82.44,27.96
-82.43,28.00
-82.43,28.07
-82.43,28.03
-82.41,28.03
-82.40,27.97
-82.39,28.03
-82.39,28.00
-82.34,27.95
-105.58,36.39
-76.87,37.90
-118.55,34.17
-71.12,41.89
-71.05,41.87
-83.30,42.20
-83.27,42.27
