"CA1-3 Personal income summary"
"Per capita personal income (dollars) 2/" 
"Bureau of Economic Analysis" 
"County"
"Fips","Area","2009","2010","2011"
"37049","Craven, NC",35181,35310,36610
"37051","Cumberland, NC",40829,42354,44678
"37053","Currituck, NC",37038,38024,39949
"37055","Dare, NC",36864,37004,38633
"37057","Davidson, NC",31066,31692,33121
"37059","Davie, NC",34168,34420,35863
"37061","Duplin, NC",26965,28401,28142
"37063","Durham, NC",37748,37917,38654
"37065","Edgecombe, NC",26409,26421,27218
"37067","Forsyth, NC",35875,36313,38003
"37069","Franklin, NC",28870,28926,29670
"37071","Gaston, NC",32082,32276,33275
"37073","Gates, NC",25773,25952,27020
"37075","Graham, NC",24150,24170,25099
"37077","Granville, NC",27001,27111,28605
"37079","Greene, NC",25518,26174,26317
"37081","Guilford, NC",35990,36585,37990
"37083","Halifax, NC",27874,28430,29674
"37085","Harnett, NC",28746,28666,29247
"37087","Haywood, NC",30088,30462,31496
"37089","Henderson, NC",34364,34357,35853
"37091","Hertford, NC",26873,26689,27208
"37093","Hoke, NC",30069,31105,33868
"37095","Hyde, NC",26807,27753,29572
"37097","Iredell, NC",31349,31852,33556
"37099","Jackson, NC",26801,27221,28218
"37101","Johnston, NC",32155,32501,34149
"37103","Jones, NC",31604,33140,34983
"37105","Lee, NC",31355,32176,32815
"37107","Lenoir, NC",30488,31144,32022
"37109","Lincoln, NC",31980,32668,34275
"37111","McDowell, NC",24762,25116,26114
"37113","Macon, NC",28872,29162,30248
"37115","Madison, NC",27569,27713,28579
"37117","Martin, NC",29613,29418,30613
"37119","Mecklenburg, NC",42040,43484,45610
"37121","Mitchell, NC",25560,26218,27345
"37123","Montgomery, NC",26415,26933,28145
"37125","Moore, NC",36857,36930,38477
"37127","Nash, NC",33057,32701,33807
"37129","New Hanover, NC",34578,34692,36108
"37131","Northampton, NC",28832,28212,29282
"37133","Onslow, NC",42334,43972,46163
"37135","Orange, NC",45163,46700,48683
"37137","Pamlico, NC",34311,35249,36883
"37139","Pasquotank, NC",27353,27566,28673
"37141","Pender, NC",29444,30001,30907
"37143","Perquimans, NC",28815,28688,30207
"37145","Person, NC",28733,28811,29386
"37147","Pitt, NC",31269,31578,32841
"37149","Polk, NC",35316,35174,37190
"37151","Randolph, NC",28262,28572,29385
"37153","Richmond, NC",26264,27201,27560
"37155","Robeson, NC",24436,24431,24834
"37157","Rockingham, NC",29147,29661,30868
"37159","Rowan, NC",29328,29020,29792
"37161","Rutherford, NC",24375,24697,25640
"37163","Sampson, NC",28905,29147,29426
"37165","Scotland, NC",27543,27881,28364
"37167","Stanly, NC",28813,29189,30227
"37169","Stokes, NC",28376,28834,30062
"37171","Surry, NC",29081,29029,29962
"37173","Swain, NC",26742,27285,28132
"37175","Transylvania, NC",30085,29540,30703
"37177","Tyrrell, NC",23384,23744,25193
"37179","Union, NC",32832,33912,35552
"37181","Vance, NC",28244,28560,29621
"37183","Wake, NC",40478,41115,42555
"37185","Warren, NC",23794,23711,24921
"37187","Washington, NC",28835,28519,29830
"37189","Watauga, NC",28507,28633,29648
"37191","Wayne, NC",29386,29722,31245
"37193","Wilkes, NC",29968,30230,31575
"37195","Wilson, NC",31577,31829,33170
"37197","Yadkin, NC",29561,29220,30142
"37199","Yancey, NC",24850,25123,26404
"38001","Adams, ND",40449,44129,49254
"38003","Barnes, ND",39123,46211,48021
"38005","Benson, ND",32910,34632,41871
"38007","Billings, ND",38151,58006,76798
"38009","Bottineau, ND",49959,47283,44061
"38011","Bowman, ND",45578,49966,56727
"38013","Burke, ND",54663,47178,45780
"38015","Burleigh, ND",39210,41487,43731
"38017","Cass, ND",40859,42619,45602
"38019","Cavalier, ND",47532,53257,71812
"38021","Dickey, ND",41168,47561,60747
"38023","Divide, ND",53634,46191,39000
"38025","Dunn, ND",35279,45549,60987
"38027","Eddy, ND",35000,37126,43729
"38029","Emmons, ND",37388,45983,55728
"38031","Foster, ND",39936,45067,48799
"38033","Golden Valley, ND",30695,31481,26292
"38035","Grand Forks, ND",35785,37156,39646
"38037","Grant, ND",44165,47961,59324
"38039","Griggs, ND",38544,44256,47530
"38041","Hettinger, ND",50251,45601,48181
"38043","Kidder, ND",32599,39043,45267
"38045","LaMoure, ND",46215,58150,74875
"38047","Logan, ND",39937,47009,60819
"38049","McHenry, ND",37145,38782,35784
"38051","McIntosh, ND",37804,40586,54392
"38053","McKenzie, ND",40697,52838,63961
"38055","McLean, ND",47703,49003,49538
"38057","Mercer, ND",44812,44084,45907
"38059","Morton, ND",34077,35263,38680
"38061","Mountrail, ND",40363,50020,63207
"38063","Nelson, ND",47517,46711,60893
"38065","Oliver, ND",54042,54851,56062
"38067","Pembina, ND",44872,49901,54451
"38069","Pierce, ND",35435,37313,45351
"38071","Ramsey, ND",35543,39121,46193
"38073","Ransom, ND",34814,39481,45557
"38075","Renville, ND",57053,47673,45209
"38077","Richland, ND",34186,41129,46527
"38079","Rolette, ND",27120,27904,29462
"38081","Sargent, ND",42229,51721,57283
"38083","Sheridan, ND",45337,53654,60644
"38085","Sioux, ND",22058,24232,26787
"38087","Slope, ND",61347,63389,55670
"38089","Stark, ND",40873,47346,54750
"38091","Steele, ND",39890,56213,61834
"38093","Stutsman, ND",36260,40286,43271
"38095","Towner, ND",50827,52191,61108
"38097","Traill, ND",35827,44408,46310
"38099","Walsh, ND",36618,38672,43699
"38101","Ward, ND",40709,42616,45976
"38103","Wells, ND",48120,48464,59198
"38105","Williams, ND",43572,54772,81170
"39001","Adams, OH",25051,25411,26909
"39003","Allen, OH",29572,30143,31750
"39005","Ashland, OH",27445,28036,29422
"39007","Ashtabula, OH",28438,29245,31339
"39009","Athens, OH",25109,26296,27296
"39011","Auglaize, OH",34719,36118,38647
"39013","Belmont, OH",28764,29325,31286
"39015","Brown, OH",28561,28931,30492
"39017","Butler, OH",34512,35138,36590
"39019","Carroll, OH",25233,26229,27044
"39021","Champaign, OH",29056,29131,31300
"39023","Clark, OH",32496,33082,34777
"39025","Clermont, OH",34145,34746,36038
"39027","Clinton, OH",32603,31020,32027
"39029","Columbiana, OH",27539,28287,30590
"39031","Coshocton, OH",27425,28426,29730
"39033","Crawford, OH",28387,28920,31286
"39035","Cuyahoga, OH",40148,41463,43735
"39037","Darke, OH",31062,32238,34325
"39039","Defiance, OH",30793,31299,33323
"39041","Delaware, OH",51138,54534,58470
"39043","Erie, OH",34939,36177,38161
"39045","Fairfield, OH",32118,32301,33569
"39047","Fayette, OH",32770,32056,34264
"39049","Franklin, OH",37415,38226,39646
"39051","Fulton, OH",32489,33084,35211
"39053","Gallia, OH",30903,30763,31680
"39055","Geauga, OH",45851,48255,51165
"39057","Greene, OH",35203,36162,37842
"39059","Guernsey, OH",27575,28186,29955
"39061","Hamilton, OH",43918,44751,46881
"39063","Hancock, OH",35420,37106,39523
"39065","Hardin, OH",26118,26984,29271
"39067","Harrison, OH",26827,27063,28485
"39069","Henry, OH",32057,32938,35491
"39071","Highland, OH",27609,26317,27630
"39073","Hocking, OH",26584,27069,28208
"39075","Holmes, OH",24571,25719,27523
"39077","Huron, OH",28763,29980,31612
"39079","Jackson, OH",26654,27134,28212
"39081","Jefferson, OH",30066,30158,31742
"39083","Knox, OH",29484,30060,31917
"39085","Lake, OH",37566,38253,40351
"39087","Lawrence, OH",28408,29262,30595
"39089","Licking, OH",34163,34671,37491
"39091","Logan, OH",31685,32852,34452
"39093","Lorain, OH",33257,34172,36283
"39095","Lucas, OH",33378,34242,35900
"39097","Madison, OH",31859,33052,35311
"39099","Mahoning, OH",31895,33176,35012
"39101","Marion, OH",30022,30533,32179
"39103","Medina, OH",37327,38484,40843
"39105","Meigs, OH",23850,24325,25404
"39107","Mercer, OH",33122,35004,37992
"39109","Miami, OH",33700,35052,37021
"39111","Monroe, OH",27510,28496,30270
"39113","Montgomery, OH",35176,36108,37684
"39115","Morgan, OH",23026,23049,24460
"39117","Morrow, OH",27682,28640,30646
"39119","Muskingum, OH",29153,29553,31140
"39121","Noble, OH",19422,19710,20686
"39123","Ottawa, OH",36370,37424,39553
"39125","Paulding, OH",28920,29662,32059
"39127","Perry, OH",23944,24388,25573
"39129","Pickaway, OH",29926,30538,32617
"39131","Pike, OH",26816,27926,29322
"39133","Portage, OH",32711,34283,36260
"39135","Preble, OH",29952,30975,33188
"39137","Putnam, OH",32990,33784,36656
"39139","Richland, OH",28711,29290,30714
"39141","Ross, OH",28085,28306,30110
"39143","Sandusky, OH",30118,31490,33170
"39145","Scioto, OH",27186,27851,28888
"39147","Seneca, OH",29214,29722,31506
"39149","Shelby, OH",31895,31972,33980
"39151","Stark, OH",32402,33314,35330
"39153","Summit, OH",38299,39079,41135
"39155","Trumbull, OH",29370,30241,31826
"39157","Tuscarawas, OH",27687,28583,30337
"39159","Union, OH",32966,33687,35851
"39161","Van Wert, OH",31292,32731,36207
"39163","Vinton, OH",22353,23398,25029
"39165","Warren, OH",38988,40416,42818
"39167","Washington, OH",31634,32134,33785
"39169","Wayne, OH",28689,29290,30765
"39171","Williams, OH",29953,31351,33278
"39173","Wood, OH",33934,35236,37190
"39175","Wyandot, OH",30212,31050,33865
"40001","Adair, OK",21168,22173,22364
"40003","Alfalfa, OK",23912,27258,31281
"40005","Atoka, OK",25301,25955,26926
"40007","Beaver, OK",31219,35917,39679
"40009","Beckham, OK",29596,32864,36616
"40011","Blaine, OK",23019,28986,31914
"40013","Bryan, OK",27700,28085,28891
"40015","Caddo, OK",25223,26271,27785
"40017","Canadian, OK",35474,36831,39501
"40019","Carter, OK",34102,35620,37462
"40021","Cherokee, OK",27554,28708,29135
"40023","Choctaw, OK",25877,27368,28261
"40025","Cimarron, OK",30257,36474,40446
"40027","Cleveland, OK",34095,34451,36275
"40029","Coal, OK",24977,25478,27568
"40031","Comanche, OK",34327,35460,36985
"40033","Cotton, OK",32206,34861,35436
"40035","Craig, OK",30188,30157,30870
"40037","Creek, OK",30317,31512,32787
"40039","Custer, OK",30175,32634,36300
"40041","Delaware, OK",28657,29841,30595
"40043","Dewey, OK",29008,33136,38370
"40045","Ellis, OK",28684,33820,40112
"40047","Garfield, OK",34732,37419,39803
"40049","Garvin, OK",32638,32992,34929
"40051","Grady, OK",27740,29256,30979
"40053","Grant, OK",33185,36119,38867
"40055","Greer, OK",24795,26583,27442
"40057","Harmon, OK",28868,28934,29627
"40059","Harper, OK",27833,29638,32965
"40061","Haskell, OK",27350,29466,30752
"40063","Hughes, OK",24166,25108,27480
"40065","Jackson, OK",30494,32189,32331
"40067","Jefferson, OK",23319,25469,27564
"40069","Johnston, OK",25461,26962,27730
"40071","Kay, OK",33367,34098,35894
"40073","Kingfisher, OK",32535,35329,38596
"40075","Kiowa, OK",26537,28432,29867
"40077","Latimer, OK",29302,30926,32434
"40079","Le Flore, OK",25555,26863,27423
"40081","Lincoln, OK",27530,28077,29695
"40083","Logan, OK",33081,35110,38467
"40085","Love, OK",34890,36920,39308
"40087","McClain, OK",37908,39946,43239
"40089","McCurtain, OK",25599,27131,28209
"40091","McIntosh, OK",26993,28289,29949
"40093","Major, OK",29174,33113,37922
"40095","Marshall, OK",24650,25987,27278
"40097","Mayes, OK",27237,27803,28643
"40099","Murray, OK",33131,33547,35796
"40101","Muskogee, OK",29333,30320,31639
"40103","Noble, OK",27697,28723,30858
"40105","Nowata, OK",26017,27606,29210
"40107","Okfuskee, OK",21953,22649,23822
"40109","Oklahoma, OK",38695,40219,42480
"40111","Okmulgee, OK",28266,28409,29574
"40113","Osage, OK",31294,33456,35513
"40115","Ottawa, OK",30323,31140,32179
"40117","Pawnee, OK",28944,29727,30823
"40119","Payne, OK",29534,31180,32356
"40121","Pittsburg, OK",30885,31800,33191
"40123","Pontotoc, OK",31236,32394,34445
"40125","Pottawatomie, OK",30269,31720,33366
"40127","Pushmataha, OK",26166,27272,28790
"40129","Roger Mills, OK",30249,32626,36470
"40131","Rogers, OK",34330,35189,36826
"40133","Seminole, OK",27197,28755,30602
"40135","Sequoyah, OK",26020,26910,27649
"40137","Stephens, OK",32933,35128,38344
"40139","Texas, OK",28611,31552,34214
"40141","Tillman, OK",23229,27780,24853
"40143","Tulsa, OK",41808,43506,46804
"40145","Wagoner, OK",30981,31748,33686
"40147","Washington, OK",38696,41445,44131
"40149","Washita, OK",26529,29280,31487
"40151","Woods, OK",29147,29755,35404
"40153","Woodward, OK",31600,35629,41287
"41001","Baker, OR",28887,29090,30608
"41003","Benton, OR",36098,37201,38677
"41005","Clackamas, OR",43614,43871,45915
"41007","Clatsop, OR",32235,32985,35021
"41009","Columbia, OR",32239,32363,33907
"41011","Coos, OR",30160,30767,32443
"41013","Crook, OR",28260,28872,30496
"41015","Curry, OR",30425,30603,31907
"41017","Deschutes, OR",35204,35874,37084
"41019","Douglas, OR",29126,29987,31222
"41021","Gilliam, OR",30855,35649,36126
"41023","Grant, OR",28626,29211,30473
"41025","Harney, OR",27142,27807,28862
"41027","Hood River, OR",32865,33856,35441
"41029","Jackson, OR",33072,33494,34602
"41031","Jefferson, OR",26233,26722,27875
"41033","Josephine, OR",28528,28933,30103
"41035","Klamath, OR",28271,28669,29961
"41037","Lake, OR",28310,29320,32193
"41039","Lane, OR",32407,33193,34561
"41041","Lincoln, OR",32400,32604,34228
"41043","Linn, OR",28842,29070,30083
"41045","Malheur, OR",23443,23677,24892
"41047","Marion, OR",32579,32805,33841
"41049","Morrow, OR",32244,34706,38029
"41051","Multnomah, OR",38740,39899,41658
"41053","Polk, OR",30297,30267,31437
"41055","Sherman, OR",38830,51264,55157
"41057","Tillamook, OR",31159,32418,34194
"41059","Umatilla, OR",29110,29349,30701
"41061","Union, OR",29878,30244,32033
"41063","Wallowa, OR",31855,32029,34098
"41065","Wasco, OR",31658,32491,34878
"41067","Washington, OR",39142,40484,42639
"41069","Wheeler, OR",25418,26327,28780
"41071","Yamhill, OR",31813,32207,33980
"42001","Adams, PA",32287,32251,33360
"42003","Allegheny, PA",44782,46510,48812
"42005","Armstrong, PA",31345,32167,34094
"42007","Beaver, PA",35011,36213,38025
"42009","Bedford, PA",28967,30098,31564
"42011","Berks, PA",35372,36081,37675
"42013","Blair, PA",31930,32951,34511
"42015","Bradford, PA",28989,30725,33462
"42017","Bucks, PA",51632,52966,54609
"42019","Butler, PA",39977,41579,43876
"42021","Cambria, PA",31722,31336,32810
"42023","Cameron, PA",30468,31795,33642
"42025","Carbon, PA",30215,30861,32394
"42027","Centre, PA",32259,33602,35347
"42029","Chester, PA",55756,57327,59467
"42031","Clarion, PA",30462,31953,32931
"42033","Clearfield, PA",29505,30634,32181
"42035","Clinton, PA",28031,29647,31912
"42037","Columbia, PA",28603,29670,31025
"42039","Crawford, PA",28645,29868,31485
"42041","Cumberland, PA",39751,40735,42552
"42043","Dauphin, PA",38726,39296,41067
"42045","Delaware, PA",47063,47950,49795
"42047","Elk, PA",32891,34611,36472
"42049","Erie, PA",31876,32627,34721
"42051","Fayette, PA",31383,32347,33527
"42053","Forest, PA",21584,22474,24014
"42055","Franklin, PA",32358,32803,34277
"42057","Fulton, PA",29245,30090,31808
"42059","Greene, PA",30799,32600,35499
"42061","Huntingdon, PA",26942,27711,29108
"42063","Indiana, PA",31681,32822,34613
"42065","Jefferson, PA",30192,31110,32959
"42067","Juniata, PA",28913,29610,31385
"42069","Lackawanna, PA",35605,36742,38171
"42071","Lancaster, PA",35317,36280,37535
"42073","Lawrence, PA",30730,31956,33475
"42075","Lebanon, PA",35646,36784,38489
"42077","Lehigh, PA",38103,39385,40890
"42079","Luzerne, PA",34007,34999,36441
"42081","Lycoming, PA",31274,32824,35283
"42083","McKean, PA",30605,31854,34171
"42085","Mercer, PA",30665,31554,33136
"42087","Mifflin, PA",27941,28824,30017
"42089","Monroe, PA",30313,30416,31566
"42091","Montgomery, PA",60430,62274,64718
"42093","Montour, PA",39211,40361,41632
"42095","Northampton, PA",36933,37522,39078
"42097","Northumberland, PA",31028,31839,33328
"42099","Perry, PA",32568,32988,34367
"42101","Philadelphia, PA",35535,37389,39041
"42103","Pike, PA",32352,33680,35523
"42105","Potter, PA",29130,30219,32120
"42107","Schuylkill, PA",30563,31381,32744
"42109","Snyder, PA",29526,29775,31031
"42111","Somerset, PA",29307,31858,33549
"42113","Sullivan, PA",28460,29591,31566
"42115","Susquehanna, PA",28887,29807,30975
"42117","Tioga, PA",25940,27447,30100
"42119","Union, PA",29326,30111,31721
"42121","Venango, PA",30901,31988,33628
"42123","Warren, PA",30683,31243,33268
"42125","Washington, PA",39801,41825,46237
"42127","Wayne, PA",30396,31309,32431
"42129","Westmoreland, PA",38137,39339,41510
"42131","Wyoming, PA",31173,30983,32275
"42133","York, PA",35326,35708,37380
"44001","Bristol, RI",50677,52238,54919
"44003","Kent, RI",43074,44205,46167
"44005","Newport, RI",48422,49666,52038
"44007","Providence, RI",36901,38596,40268
"44009","Washington, RI",45333,46906,49057
"45001","Abbeville, SC",25564,26240,27169
"45003","Aiken, SC",32645,33629,35141
"45005","Allendale, SC",23161,25638,26164
"45007","Anderson, SC",28821,29923,31059
"45009","Bamberg, SC",24101,25422,25818
"45011","Barnwell, SC",24863,25483,26064
"45013","Beaufort, SC",41407,40001,41662
"45015","Berkeley, SC",30725,31803,33184
"45017","Calhoun, SC",32289,33086,34431
"45019","Charleston, SC",38850,40296,41656
"45021","Cherokee, SC",25626,25964,26856
"45023","Chester, SC",26533,27171,28237
"45025","Chesterfield, SC",22719,23653,24554
"45027","Clarendon, SC",23404,23981,24431
"45029","Colleton, SC",27465,28251,29311
"45031","Darlington, SC",27903,28694,29355
"45033","Dillon, SC",23027,23219,23616
"45035","Dorchester, SC",30613,31233,33468
"45037","Edgefield, SC",29846,31312,33615
"45039","Fairfield, SC",26003,26705,27062
"45041","Florence, SC",32778,33473,34450
"45043","Georgetown, SC",35699,37015,38403
"45045","Greenville, SC",34985,36209,37689
"45047","Greenwood, SC",28765,29495,30398
"45049","Hampton, SC",25713,26401,27235
"45051","Horry, SC",28086,28531,29148
"45053","Jasper, SC",25900,26022,26896
"45055","Kershaw, SC",31880,32200,33331
"45057","Lancaster, SC",23989,25143,26302
"45059","Laurens, SC",27701,28455,29609
"45061","Lee, SC",24852,25649,26379
"45063","Lexington, SC",34105,34313,35211
"45065","McCormick, SC",25117,26063,27509
"45067","Marion, SC",25565,26066,26397
"45069","Marlboro, SC",22633,23344,24156
"45071","Newberry, SC",28710,29061,29697
"45073","Oconee, SC",30416,30977,31964
"45075","Orangeburg, SC",27680,28057,28965
"45077","Pickens, SC",26558,27034,27833
"45079","Richland, SC",34448,35018,36347
"45081","Saluda, SC",31746,32996,34544
"45083","Spartanburg, SC",29941,30625,31670
"45085","Sumter, SC",28348,28839,29915
"45087","Union, SC",25395,25814,26859
"45089","Williamsburg, SC",24509,25948,27263
"45091","York, SC",31843,32764,34053
"46003","Aurora, SD",42420,43719,59097
"46005","Beadle, SD",42915,40433,48057
"46007","Bennett, SD",26178,27414,33701
"46009","Bon Homme, SD",31521,33438,39568
"46011","Brookings, SD",35452,36480,40730
"46013","Brown, SD",42498,43964,50274
"46015","Brule, SD",40289,40429,50823
"46017","Buffalo, SD",19302,24010,30829
"46019","Butte, SD",26332,28135,31109
"46021","Campbell, SD",36860,42226,62956
"46023","Charles Mix, SD",34354,35031,40120
"46025","Clark, SD",35986,34236,54145
"46027","Clay, SD",40253,40048,43106
"46029","Codington, SD",35576,37318,41322
"46031","Corson, SD",27455,30490,39189
"46033","Custer, SD",32753,33930,35985
"46035","Davison, SD",39489,41057,44148
"46037","Day, SD",35320,37776,45836
"46039","Deuel, SD",38012,39435,47677
"46041","Dewey, SD",32034,35341,39922
"46043","Douglas, SD",42872,46992,59215
"46045","Edmunds, SD",49176,42737,64239
"46047","Fall River, SD",30181,34054,39056
"46049","Faulk, SD",45258,38161,61877
"46051","Grant, SD",38622,41731,45356
"46053","Gregory, SD",36845,37655,48358
"46055","Haakon, SD",41404,48163,65465
"46057","Hamlin, SD",35152,32934,41566
"46059","Hand, SD",45355,36990,58614
"46061","Hanson, SD",49830,50844,59943
"46063","Harding, SD",32101,36908,48673
"46065","Hughes, SD",39813,43503,46451
"46067","Hutchinson, SD",41542,43949,52872
"46069","Hyde, SD",30479,45588,65902
"46071","Jackson, SD",23154,25394,31408
"46073","Jerauld, SD",49061,49875,65209
"46075","Jones, SD",38487,40391,60021
"46077","Kingsbury, SD",45809,42931,57149
"46079","Lake, SD",41312,41561,46426
"46081","Lawrence, SD",32155,33540,34799
"46083","Lincoln, SD",48467,50890,55556
"46085","Lyman, SD",34418,40109,51747
"46087","McCook, SD",42641,41348,49806
"46089","McPherson, SD",34066,34500,44401
"46091","Marshall, SD",31641,37630,47600
"46093","Meade, SD",35037,36941,39801
"46095","Mellette, SD",25242,32490,39117
"46097","Miner, SD",44410,41255,51271
"46099","Minnehaha, SD",38745,40084,41724
"46101","Moody, SD",40804,43699,52743
"46103","Pennington, SD",37212,39499,41655
"46105","Perkins, SD",30277,34507,37915
"46107","Potter, SD",54169,56852,70706
"46109","Roberts, SD",32782,33134,37921
"46111","Sanborn, SD",46028,41187,49527
"46113","Shannon, SD",18634,20573,21451
"46115","Spink, SD",56879,50383,71305
"46117","Stanley, SD",41038,42077,49052
"46119","Sully, SD",59203,83222,116067
"46121","Todd, SD",20750,22939,24401
"46123","Tripp, SD",36350,37790,50169
"46125","Turner, SD",45871,44248,52458
"46127","Union, SD",55854,58119,64557
"46129","Walworth, SD",35342,35676,40035
"46135","Yankton, SD",35536,35345,38458
"46137","Ziebach, SD",19533,22152,27912
"47001","Anderson, TN",33389,35225,36289
"47003","Bedford, TN",28637,29940,30832
"47005","Benton, TN",25851,27088,28199
"47007","Bledsoe, TN",22573,23458,24087
"47009","Blount, TN",30012,31073,31995
"47011","Bradley, TN",29163,30274,31687
"47013","Campbell, TN",26195,27003,27965
"47015","Cannon, TN",29064,29382,30217
"47017","Carroll, TN",27849,29464,31057
"47019","Carter, TN",26175,26923,27962
"47021","Cheatham, TN",30873,32003,33268
"47023","Chester, TN",25847,26574,28057
"47025","Claiborne, TN",25964,26848,27764
"47027","Clay, TN",24417,25986,27358
"47029","Cocke, TN",23775,24885,25696
"47031","Coffee, TN",31231,32879,33998
"47033","Crockett, TN",29272,30170,32309
"47035","Cumberland, TN",27565,28875,29871
"47037","Davidson, TN",43748,45788,47318
"47039","Decatur, TN",30349,31728,33739
"47041","DeKalb, TN",28439,29981,30692
"47043","Dickson, TN",28404,29846,30887
"47045","Dyer, TN",29367,30950,32333
"47047","Fayette, TN",37704,40091,43579
"47049","Fentress, TN",26063,27136,28142
"47051","Franklin, TN",27205,28341,29579
"47053","Gibson, TN",28258,29340,30436
"47055","Giles, TN",27372,28873,29929
"47057","Grainger, TN",26400,27476,28567
"47059","Greene, TN",29321,31086,32331
"47061","Grundy, TN",23605,24864,25788
"47063","Hamblen, TN",27793,29117,30034
"47065","Hamilton, TN",36765,38562,40007
"47067","Hancock, TN",18696,19428,20079
"47069","Hardeman, TN",24543,25463,26505
"47071","Hardin, TN",29677,31401,33038
"47073","Hawkins, TN",26167,27251,28610
"47075","Haywood, TN",31188,30815,31710
"47077","Henderson, TN",24992,26240,27496
"47079","Henry, TN",28271,29340,30629
"47081","Hickman, TN",22420,23186,24065
"47083","Houston, TN",25558,28076,29690
"47085","Humphreys, TN",28647,30095,31566
"47087","Jackson, TN",27477,28937,30621
"47089","Jefferson, TN",26773,27829,28742
"47091","Johnson, TN",22581,23423,24806
"47093","Knox, TN",35811,37144,38894
"47095","Lake, TN",18574,18889,20253
"47097","Lauderdale, TN",21307,21754,23033
"47099","Lawrence, TN",24651,25020,26093
"47101","Lewis, TN",22599,23600,24344
"47103","Lincoln, TN",29762,30579,32021
"47105","Loudon, TN",34946,36165,37698
"47107","McMinn, TN",26611,27592,28598
"47109","McNairy, TN",25468,25792,26771
"47111","Macon, TN",26209,27167,28353
"47113","Madison, TN",32590,33749,35315
"47115","Marion, TN",29627,30859,32107
"47117","Marshall, TN",24573,24849,25647
"47119","Maury, TN",29847,30167,31498
"47121","Meigs, TN",26086,27687,29118
"47123","Monroe, TN",24164,25136,26428
"47125","Montgomery, TN",37947,39522,43485
"47127","Moore, TN",31382,32654,34213
"47129","Morgan, TN",22991,23890,24803
"47131","Obion, TN",31112,30516,32372
"47133","Overton, TN",23823,24773,25514
"47135","Perry, TN",25918,26616,27268
"47137","Pickett, TN",24233,25712,26376
"47139","Polk, TN",25948,26524,27412
"47141","Putnam, TN",29251,30341,31362
"47143","Rhea, TN",25101,25887,27027
"47145","Roane, TN",32224,33923,35142
"47147","Robertson, TN",31013,31933,33699
"47149","Rutherford, TN",29806,31197,32404
"47151","Scott, TN",22151,22954,23516
"47153","Sequatchie, TN",28407,30281,31791
"47155","Sevier, TN",29666,30910,32065
"47157","Shelby, TN",38627,39630,40763
"47159","Smith, TN",28400,29770,31878
"47161","Stewart, TN",29080,31110,33477
"47163","Sullivan, TN",32689,33430,35000
"47165","Sumner, TN",33693,35197,36698
"47167","Tipton, TN",31480,33052,34959
"47169","Trousdale, TN",31011,35609,37583
"47171","Unicoi, TN",28680,29759,30910
"47173","Union, TN",23908,24946,25662
"47175","Van Buren, TN",24605,26156,27573
"47177","Warren, TN",25375,26601,27396
"47179","Washington, TN",32432,33440,35215
"47181","Wayne, TN",20699,21515,22178
"47183","Weakley, TN",27567,27904,29679
"47185","White, TN",23393,24760,25274
"47187","Williamson, TN",52455,56871,59399
"47189","Wilson, TN",35650,37084,38461
"48001","Anderson, TX",25295,26830,28966
"48003","Andrews, TX",32648,35914,39435
"48005","Angelina, TX",31333,32094,33423
"48007","Aransas, TX",38439,40411,42512
"48009","Archer, TX",38574,41749,45689
"48011","Armstrong, TX",38006,42210,43129
"48013","Atascosa, TX",27533,29011,30238
"48015","Austin, TX",36333,38157,39374
"48017","Bailey, TX",27887,31329,35115
"48019","Bandera, TX",35195,34746,36390
"48021","Bastrop, TX",27367,27547,28473
"48023","Baylor, TX",31376,32420,36307
"48025","Bee, TX",22419,24900,26697
"48027","Bell, TX",38202,37722,40222
"48029","Bexar, TX",33447,34761,36177
"48031","Blanco, TX",40838,44664,47043
"48033","Borden, TX",38605,45621,40693
"48035","Bosque, TX",30687,31232,32431
"48037","Bowie, TX",33159,34131,35360
"48039","Brazoria, TX",36355,37081,38677
"48041","Brazos, TX",27086,28029,29045
"48043","Brewster, TX",35217,37234,39139
"48045","Briscoe, TX",30652,34312,27769
"48047","Brooks, TX",25702,27621,30423
"48049","Brown, TX",29904,30804,32136
"48051","Burleson, TX",31483,33379,34291
"48053","Burnet, TX",38692,38863,40734
"48055","Caldwell, TX",24677,25116,25577
"48057","Calhoun, TX",29357,30964,32413
"48059","Callahan, TX",29821,31741,33412
"48061","Cameron, TX",21570,22557,23236
"48063","Camp, TX",31471,32530,33828
"48065","Carson, TX",35655,40188,38854
"48067","Cass, TX",30131,31482,32899
"48069","Castro, TX",28616,39220,48285
"48071","Chambers, TX",42035,45681,48969
"48073","Cherokee, TX",27225,27728,28923
"48075","Childress, TX",23327,23923,22754
"48077","Clay, TX",38427,41164,43795
"48079","Cochran, TX",30560,40884,33329
"48081","Coke, TX",28590,30013,32525
"48083","Coleman, TX",30163,31159,33007
"48085","Collin, TX",47601,49629,52419
"48087","Collingsworth, TX",30610,32554,31836
"48089","Colorado, TX",37182,36560,39030
"48091","Comal, TX",40058,41984,44519
"48093","Comanche, TX",30057,33872,36476
"48095","Concho, TX",20490,22210,22631
"48097","Cooke, TX",38597,41392,45765
"48099","Coryell, TX",34918,34963,36932
"48101","Cottle, TX",34557,35671,35709
"48103","Crane, TX",28011,31516,36362
"48105","Crockett, TX",29935,31137,35950
"48107","Crosby, TX",33063,38351,31281
"48109","Culberson, TX",28065,29119,30522
