Per capita personal income 2/,FIPS,AreaName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
3,29115,"Linn, MO",2928,3289,3310,3741,4369,4506,4976,5285,5976,6984,7507,7705,9019,9435,9634,10288,11267,11527,12439,12748,13676,13943,15003,15639,16097,17263,17111,18350,19794,20227,20345,21358,22556,22365,23144,24802,24832,26006,26912,28505
3,29117,"Livingston, MO",3238,3501,3774,4010,4800,4999,5476,5921,7088,7423,8452,8761,9867,9718,9969,10687,12214,12189,13670,14121,14937,15426,16202,17741,17958,19252,18956,20692,21835,22370,22548,24810,25437,24819,24694,27594,27528,28498,30328,31296
3,29119,"McDonald, MO",2251,2326,2401,2667,3165,3170,3153,3611,3872,4533,5350,6294,6847,7003,7147,8300,8656,9613,9350,9694,10571,10927,11758,12112,12927,13995,14485,15616,16134,16799,17549,18172,20714,20420,20749,22423,22927,22855,23404,24268
3,29121,"Macon, MO",2842,3250,3526,3942,4531,4397,4888,5220,5629,6636,7831,7593,8367,9250,9763,10841,11682,12036,12413,12480,13817,13978,14881,15227,15858,16425,16480,17812,18690,19101,19918,21732,22624,22996,23523,25828,25488,26152,27330,28285
3,29123,"Madison, MO",2349,2647,2770,3014,3401,3738,3965,4344,4716,5525,6194,6960,7772,8469,8941,9180,9396,9558,9591,10076,11089,11612,12540,12921,13435,14158,14821,15271,16267,16609,16870,17563,18772,18970,19638,21043,21978,22807,23279,24155
3,29125,"Maries, MO",2136,2445,2540,2926,3491,3704,3863,4500,4866,5594,6206,6587,7203,7750,7929,9065,9510,9831,9649,10354,11347,11863,12684,13390,14072,14421,15425,16543,17983,18325,19200,19884,21733,21801,22426,23794,24398,25093,25860,27346
3,29127,"Marion, MO",2996,3275,3522,3788,4345,4612,5169,5574,6108,6789,7719,8084,9189,9488,9575,10579,11198,11469,12183,12527,13353,13785,14893,15681,16467,17585,17945,19312,20091,20786,21569,23032,24036,23832,24413,26072,26117,27543,28954,30523
3,29129,"Mercer, MO",2445,2825,2898,3699,4223,4059,4350,5097,5417,6293,7659,5730,7527,6938,6775,8029,9475,9150,10094,9209,10748,10563,11668,14489,13805,17724,16632,17674,20916,19887,19256,20500,21291,19383,20832,23952,25603,26603,27400,26758
3,29131,"Miller, MO",2717,3030,3176,3342,3778,4131,4539,5003,5389,6176,6886,7312,7840,8460,8820,9833,10153,10830,10797,11318,12229,12431,12830,13368,14348,14643,14933,15922,16749,17194,17889,18825,19724,19960,20837,22125,23222,24036,24749,25730
3,29133,"Mississippi, MO",1934,2248,2512,2718,3373,3587,3890,3941,5005,5583,6537,6254,7175,7236,7674,9392,9350,9940,10235,11607,12799,11935,12691,14149,13789,14635,14766,16551,17394,16894,17428,19624,20932,20289,22889,23693,22907,23845,25179,27938
3,29135,"Moniteau, MO",2961,3214,3448,3832,4640,4845,4928,5253,5674,6240,7007,7843,8653,9116,9674,10292,11000,11502,11698,12107,12949,13319,14241,15556,15822,16352,16740,18144,18951,19340,19678,20763,22165,21364,22470,25811,26280,27185,28807,30264
3,29137,"Monroe, MO",2863,3264,3465,3871,5435,4843,5037,4848,6006,6733,7870,7583,9013,9505,9560,10997,12762,12417,12930,13254,14975,14648,15219,16017,16453,16470,16876,18500,19525,19705,18813,21912,22343,21577,22515,25540,23139,24815,26338,28016
3,29139,"Montgomery, MO",2791,3170,3403,3799,4962,4875,5150,5214,6253,7125,8250,8003,9390,9845,9885,11421,12405,12935,13235,13060,14293,13945,14875,16045,16238,17052,17450,19187,19664,20464,20675,22536,24090,23642,25058,26962,26298,28010,28610,31306
3,29141,"Morgan, MO",2618,2814,3032,3216,3736,3465,3743,4200,4484,5146,5837,6366,7239,7762,8309,9253,9791,10613,10734,11402,12244,12417,13257,13983,14954,16132,16388,17564,17882,18659,18764,19384,20644,21097,22161,25602,25459,25971,27205,28529
3,29143,"New Madrid, MO",1769,2103,2793,2886,3525,3260,3775,3889,4969,5394,6091,5482,6740,6953,7272,9295,8929,8712,9977,12054,11588,11819,13044,14038,13921,15814,15464,17397,17380,16726,17769,20754,21514,21366,24840,25138,25438,26707,28310,31557
3,29145,"Newton, MO",2743,2903,3036,3464,4044,4104,4396,4868,5131,5720,6247,6938,7903,8495,9100,10030,10655,11361,11687,12440,13237,13799,14636,15453,16376,17479,18290,19154,20579,21162,21972,22176,23522,23469,24337,26438,27659,29094,30322,32231
3,29147,"Nodaway, MO",2510,2718,2865,3258,4162,3635,4511,4657,5395,6213,7464,6704,8330,8253,7936,9457,10780,10841,11253,11545,12931,13409,14490,14865,13766,15268,14749,16758,17435,17894,17997,19714,20232,19688,20836,22970,22935,23072,24453,25618
3,29149,"Oregon, MO",1930,2157,2317,2645,3133,3530,3535,3838,3874,4581,5187,5540,6217,6619,7229,7889,8372,8757,8801,8857,9477,9956,10709,11586,11960,12017,12153,12374,13811,14533,14849,15841,17694,18209,19023,20424,21402,21938,22210,23389
3,29151,"Osage, MO",3025,3256,3302,3676,4380,4386,4566,5098,5719,6792,7291,7511,8459,9373,9747,10802,10973,12003,12459,12471,13633,14423,15048,15955,16419,17127,17809,19351,20343,21099,22411,23839,25138,25400,26005,28809,30028,30077,31760,33553
3,29153,"Ozark, MO",1872,2039,2304,2298,2854,2997,3361,3935,3926,4520,5172,6104,6936,6894,7445,7771,8287,8971,9046,9643,10574,10795,11795,11947,12328,12917,13230,13651,14719,14955,15722,16714,17732,18120,18618,19806,20160,20279,21324,22258
3,29155,"Pemiscot, MO",1974,2393,2785,2742,3374,3160,4060,4192,4879,5429,6125,6315,6907,7251,7371,8284,8632,8480,9525,10819,10544,11412,12288,13738,13392,14312,14983,17386,18068,16869,18678,19719,20646,21131,23703,23472,24290,25781,26814,31059
3,29157,"Perry, MO",2764,3059,3206,3559,4180,4428,5026,5232,5613,6431,7262,7828,8879,9154,9528,10752,10935,11387,11769,12089,13359,13894,14611,15447,15770,16558,16818,17614,19032,20109,20804,22169,23006,22991,24054,25399,25971,26957,27707,29013
3,29159,"Pettis, MO",3049,3327,3557,3959,4405,4674,5188,5570,5944,6752,7560,7749,8856,9451,10043,11201,11677,12229,12505,13355,14389,14665,15317,15912,16550,17059,17802,18907,19954,21059,21953,23299,24331,24761,25261,26314,26299,26772,28475,29746
3,29161,"Phelps, MO",2416,2678,2840,3100,3607,4007,4592,5089,5420,5763,6425,7195,7866,8683,9409,10118,10765,11345,11820,12477,13305,13604,14401,15234,15670,16361,17093,17960,18952,19887,20452,21962,23212,23779,24483,26197,26925,27977,29090,30264
3,29163,"Pike, MO",3352,3897,3777,4104,4681,4609,4935,5186,5850,6789,7718,7819,8804,9104,8892,10348,11421,11614,11526,11648,12840,12959,13667,14539,14835,15219,14918,16220,17099,17484,17579,19605,20012,20160,21206,23075,22336,23823,25042,26979
3,29165,"Platte, MO",3983,4347,4662,5160,5698,6081,6646,7365,8196,9046,10195,11066,12447,13148,14155,15674,16948,17775,18646,19779,21072,21026,22059,23205,23781,25500,26104,27501,28969,30583,31733,33788,34738,34741,35436,36293,37137,38828,40543,41542
3,29167,"Polk, MO",2582,2831,3008,3177,3576,3687,3973,4584,4873,5559,6085,6878,7653,8009,8603,9675,10072,10564,10670,10983,11894,11949,12482,13145,14026,14481,15091,15652,16273,16881,16854,18047,19138,19331,19923,21708,22780,23274,24021,25413
3,29169,"Pulaski, MO",3545,3584,3716,4389,4608,4799,5134,5399,4942,5359,5896,6981,7987,8522,9323,11061,11969,12096,12693,12762,14237,14217,15101,15684,15398,15392,16463,18958,19493,18664,20823,22917,23071,24329,25523,27850,30972,34493,36985,40672
3,29171,"Putnam, MO",2152,2507,2415,3080,4198,3630,3670,4517,5000,5762,7040,6023,7422,7757,8089,8813,9458,9624,10938,10324,11722,11495,12111,12457,12728,13398,13028,14282,15758,15645,15786,17235,18789,17788,19133,22281,22689,23682,24649,25430
3,29173,"Ralls, MO",2807,3216,3515,3863,4932,4783,5030,5176,6169,7076,8057,7815,9081,8569,8123,9847,11078,10927,11974,12976,14169,14311,15453,16418,16878,17401,18700,20477,21483,21327,20399,22972,23738,22971,24273,27765,25372,27933,29804,30756
3,29175,"Randolph, MO",2929,3289,3451,3708,4269,4634,5015,5278,5859,6381,7198,7250,8128,8922,9622,10542,10986,11418,11906,12131,13592,13721,14768,15416,16131,15773,16098,16601,17127,18481,18958,20358,21081,22173,23079,24478,24647,25807,26499,27773
3,29177,"Ray, MO",3303,3538,3798,4296,4633,4781,5217,5705,6759,7448,8595,8699,9647,10085,10383,11317,12305,12568,12545,13216,13907,13429,14366,16010,16120,18429,18687,19858,21024,21418,22616,24347,25713,25810,26910,29074,30089,31115,33028,34344
3,29179,"Reynolds, MO",2047,2298,2424,2731,3060,3622,3293,3973,4376,5004,5762,6517,6781,7247,7017,6827,7115,7531,7842,8682,9769,10597,11560,11754,12402,13406,14036,14794,15810,16733,17347,18153,19270,19593,19943,21585,23423,24225,24745,26860
3,29181,"Ripley, MO",1817,2037,2134,2270,2601,2931,3059,3249,3598,4024,4610,4931,5786,6144,6716,7254,7698,8059,8110,8548,9176,9504,10281,10913,11594,11922,12552,13284,14184,14819,15366,16651,18180,18510,19325,20538,21506,21744,22715,24182
3,29183,"St. Charles, MO",3945,4024,4235,4387,4686,4931,5407,6139,7032,8077,9189,10187,11360,12261,13508,14964,16066,16618,16694,17328,18343,18456,19038,20902,20978,22482,23379,24297,25682,26914,28647,30480,30701,31397,32741,33525,34786,36585,37885,39383
3,29185,"St. Clair, MO",2452,2457,2609,2817,3585,3366,3937,4077,4692,5225,6035,5700,6841,7300,7964,8955,9286,9612,9683,10318,11389,11656,12450,13328,13420,13828,13805,15033,15933,16591,16821,17692,19893,19734,20690,22168,22207,22606,22860,24956
3,29186,"Ste. Genevieve, MO",2935,3217,3412,3768,4283,4777,5071,5732,6496,7272,7848,8189,9008,9352,10003,10937,11447,11943,12503,12619,13884,13786,14278,15177,15807,16897,18047,18786,19896,20771,21619,22622,23048,23267,24137,25191,26243,28187,30207,32250
3,29187,"St. Francois, MO",2648,2930,3142,3290,3684,4121,4595,5098,5632,6387,7132,7916,8627,9209,9624,10170,10463,10985,10981,11196,11764,12164,13011,13672,14179,15071,15644,16529,17487,18771,19543,20368,20860,21590,22382,22717,23108,23877,25237,26070
3,29189,"St. Louis, MO",5020,5171,5545,6009,6439,7134,7663,8509,9363,10293,11246,12195,13729,14868,15982,17607,18856,19903,21059,22658,24118,25840,26208,27495,28481,29861,31535,32919,34872,37462,38161,40723,40415,42454,44034,45680,46968,50845,52576,54343
3,29195,"Saline, MO",3145,3496,3765,4076,4812,5133,5104,5523,6543,7358,8211,8191,9792,9982,10510,12271,12764,13028,13427,13665,14356,14704,16027,16497,17374,18653,18689,20873,21745,21916,22001,23484,25093,25328,26343,28572,28301,29549,31088,33500
3,29197,"Schuyler, MO",2577,2765,2725,3209,3973,3824,4505,4874,5106,6154,6939,6855,7840,7735,7997,9566,10248,10194,10820,10514,11832,11607,12229,12820,13249,13827,13484,14721,15979,16054,16833,18107,19732,19071,20565,21337,21192,22165,23380,23909
3,29199,"Scotland, MO",2649,3037,3244,3640,5205,3843,5024,5130,6003,6795,7967,6671,8249,8252,7864,10296,11475,11316,12352,11223,12754,12928,13699,15221,14513,16295,14303,18028,19217,18575,18171,20295,20443,19992,21494,24572,23336,24497,26377,26637
3,29201,"Scott, MO",2550,2869,3105,3343,3807,4182,4657,5171,5685,6381,7030,7429,8313,8752,9048,10322,10518,11187,11849,12648,13674,13611,14464,15230,15743,16814,17614,18831,19399,20249,21126,22834,23655,24041,25084,26853,27189,28379,29570,31131
3,29203,"Shannon, MO",2025,2232,2379,2644,2876,2847,2992,3310,3413,3937,4411,4906,5443,5679,5926,6393,6851,7136,7201,7577,8554,9339,10317,10861,11668,12126,12339,12728,13372,14353,14851,16216,16828,17700,18444,19489,20063,20225,20317,21382
3,29205,"Shelby, MO",2884,3468,3612,4120,5448,4538,5103,4986,5745,6657,7779,6837,8511,8715,8402,9962,12861,12554,13725,13305,14726,14731,15573,16222,16647,17503,17718,20360,21754,20034,19106,24134,23765,21783,23986,27519,24291,26610,29047,30167
3,29207,"Stoddard, MO",2173,2417,2829,3021,3875,3818,4300,4644,5259,5791,6457,6280,7984,8156,8470,10441,10700,10815,11293,12464,13032,12794,13415,14861,14925,15856,16665,17993,18358,18143,19306,20865,21747,21604,24485,25495,26209,26787,27846,31416
3,29209,"Stone, MO",2679,3165,3447,3718,4114,4168,4584,5267,5567,6160,6693,7332,8151,9032,9804,10968,11772,12519,12573,13060,14142,14645,15773,17117,18280,18202,18610,19364,20128,21278,21621,22999,23565,24490,25209,26519,27886,29166,30529,31636
3,29211,"Sullivan, MO",2895,3254,3103,3522,3933,3646,4598,4519,5119,6151,7100,6312,7974,8302,8329,9188,9724,9761,10726,10150,11751,11628,12803,13141,14454,16031,16801,17888,21499,19351,19417,20821,20850,19470,20017,23009,25472,27852,30156,31591
3,29213,"Taney, MO",2910,3196,3521,3708,3929,4279,4859,5252,5730,6145,6827,7598,8445,9191,9910,10625,11101,11871,12033,12957,13990,14297,15357,17346,19217,19678,19089,19554,20282,21554,21519,23107,23126,23510,24362,25359,25703,26914,28352,28680
3,29215,"Texas, MO",2171,2401,2575,2665,2970,3141,3724,4083,4377,5060,5568,6178,6629,7178,7684,8085,8558,9095,9333,9583,10222,10477,10935,11587,12281,12275,12549,13342,14285,14999,15320,16591,17129,16868,17683,19000,19731,19850,21020,22244
3,29217,"Vernon, MO",2464,2742,3101,3357,4007,4096,4745,5179,5641,6287,7109,7719,9084,9126,9865,10812,11442,11566,11745,12586,13733,13830,14788,15097,16036,17170,16951,18669,19330,19040,19400,21447,22388,22354,23790,25653,26337,26621,28015,29322
3,29219,"Warren, MO",3394,3614,3897,4263,4976,5100,5461,5919,6387,7032,8185,8702,9666,10516,11050,12687,13174,13513,13693,14011,14871,14833,15724,16526,17179,18664,19207,20470,21996,22199,23369,24586,25830,25578,26311,27821,28720,30344,31535,33369
3,29221,"Washington, MO",2282,2570,2785,2998,3353,3836,3987,4696,5045,4875,5627,6427,6963,7239,7504,8064,8497,8892,8814,9196,9913,10435,11044,11411,11827,12676,13392,14820,15465,15420,15754,16408,17646,18154,18565,19637,20773,21545,22872,24401
3,29223,"Wayne, MO",1730,2015,2134,2227,2507,2714,3053,3412,3691,4119,4592,5063,5708,6131,6909,7564,8022,8537,8724,8916,9650,10076,10839,11264,11534,12005,12765,13234,14140,14470,15373,16391,17482,18188,19128,20766,21593,22416,23492,24944
3,29225,"Webster, MO",2637,2829,2983,3268,3543,3919,4151,4710,5173,5660,6027,6601,7402,7792,8299,9048,9593,10137,10151,10521,11452,11931,12472,13365,14061,14781,15279,15802,16512,17064,17493,18398,19115,19262,20088,21575,22524,23510,24313,25034
3,29227,"Worth, MO",2444,2633,2548,3177,4538,3568,3869,4257,4585,5120,6430,5292,7897,7357,6723,8364,10896,10733,10823,10735,11899,12957,13340,13999,13787,15461,14208,15868,16617,17117,17035,18548,20719,20427,21876,24713,24572,24881,25460,26526
3,29229,"Wright, MO",2236,2550,2706,2930,3303,3524,3776,4181,4542,5119,5758,6109,6893,7018,7520,8242,8641,9027,9580,9721,10686,10717,11148,12148,12655,13245,13570,13909,15044,16077,16294,17049,17302,16950,17532,19078,19949,20481,20974,22047
3,29510,"St. Louis (Independent City), MO",3391,3834,4131,4468,4998,5398,5871,6318,7032,7828,8741,9639,10584,11430,12265,13328,13982,14480,15386,15972,16934,17597,18557,18836,19555,20335,20732,21254,22401,23299,23860,25329,26450,26831,27052,27311,27903,29588,30494,32214
3,30001,"Beaverhead, MT",3085,3413,3630,4441,5087,5164,5602,5537,5771,6995,7872,7886,8876,9112,9802,10609,10813,11489,11707,12235,13513,14666,15315,15628,16664,16874,17347,17448,18601,20061,20475,21911,24467,24212,25816,27666,29344,29576,31754,31278
3,30003,"Big Horn, MT",2721,3045,2884,3516,4303,4701,4393,4510,4944,6131,7073,8337,9468,9005,8913,9273,9260,9489,9764,9691,10429,11124,12374,12969,14017,13419,13048,12910,13729,14510,14961,16498,17240,16950,19208,20419,22229,21367,22882,23799
3,30005,"Blaine, MT",2594,3143,3172,4202,5260,5219,5210,4987,4852,6172,5945,6435,7941,8186,8553,8851,8068,9671,10184,10351,12341,12528,13153,13857,14416,12715,13022,13378,13870,15777,15971,16633,18123,16860,18600,21144,22629,22014,24567,27721
3,30007,"Broadwater, MT",2670,3159,3360,3974,4901,5631,5215,5578,5750,7289,7353,7464,8289,8231,9013,9344,9287,10966,10942,11055,12286,12975,14289,15527,16512,16294,16151,16873,17749,18500,19288,19806,21261,21734,22941,24305,25565,25208,27791,28404
3,30009,"Carbon, MT",3042,3335,3631,4274,5003,5280,4876,5012,5479,6485,6957,8346,9409,9553,9856,10415,10970,10970,11643,12527,14216,14926,16567,17236,18107,17646,18561,19626,20732,22858,23460,24753,27349,26780,28075,31408,33420,34647,35712,35949
3,30011,"Carter, MT",4056,3866,3253,4797,6733,4971,4034,3986,4341,6508,7558,7406,8383,7276,8016,8597,7760,11450,11705,11520,13712,13031,14767,14908,16685,14269,12547,12454,13559,15156,19409,19633,23743,18708,22466,24096,27947,23494,30100,32492
3,30013,"Cascade, MT",3658,3988,4174,4659,5071,5605,6149,6879,7392,8129,9036,10117,10952,11576,12248,13161,13402,14034,14535,15333,16312,17032,17803,18290,19069,19136,20040,20802,21868,23130,23658,24968,26564,27267,27970,29480,30580,33652,35286,36533
3,30015,"Chouteau, MT",4253,5051,5190,5122,9121,11497,11627,7893,6136,8731,6560,7719,11842,11202,12644,11937,9320,13490,15036,12838,19326,20658,22095,17177,25871,20087,21806,21373,20082,20449,21725,20394,20551,22355,25697,27400,28230,28376,33545,39374
3,30017,"Custer, MT",3707,3856,4171,4763,5448,5871,6268,6532,7202,8568,9171,10449,10977,11643,12100,12791,12652,12552,12487,13207,14761,15818,16673,17590,18320,18266,18509,18646,19437,20418,20763,22239,23836,23843,26288,26679,27930,29869,31414,32458
3,30019,"Daniels, MT",3745,4761,4401,6418,9184,7812,8792,7476,7344,8570,7085,8400,11125,13039,10708,10516,9955,14645,13946,13246,15373,16232,18437,19810,22137,20873,22566,23300,23789,24823,27956,27846,27803,27777,28250,31685,31391,28026,36161,40527
3,30021,"Dawson, MT",3238,3549,3511,4315,5674,5724,6127,6022,6515,7818,8497,10047,12253,12077,11437,12060,11817,11710,12378,12189,13150,13922,15147,16190,16520,16955,16957,18283,18367,19371,20466,20616,22803,22832,24477,24214,26233,27274,29921,31497
3,30023,"Deer Lodge, MT",2624,3016,2967,3449,3919,4671,5030,5487,5789,6437,7196,7524,8331,8454,9192,9891,10141,10532,10921,10840,11729,12358,13022,13827,15096,14998,15923,16617,17583,18410,18951,20456,21098,21573,22986,23623,24490,26737,27978,28854
3,30025,"Fallon, MT",3165,3319,3215,4283,5388,6022,5556,5940,6317,7890,8896,10908,11984,11791,11079,11855,11342,11270,11482,11358,13458,13973,14617,15753,17014,15895,15852,16973,19354,20195,20647,21213,25455,23943,27096,28053,33327,34007,36604,37330
3,30027,"Fergus, MT",3416,3721,3959,4396,5645,5708,5757,5965,6486,8232,8125,8726,9950,9879,10483,10836,10618,11984,12716,12252,14630,15261,15720,15808,16834,16238,16575,17486,18649,20243,20756,22129,24269,23739,25353,27395,29338,30529,33457,34170
3,30029,"Flathead, MT",3319,3479,3733,4156,4720,5214,5573,6331,7046,7897,8658,9209,9905,10316,11044,11811,11979,12364,12830,13709,14793,15620,16478,17418,18368,18577,19197,19932,20647,23125,22806,24706,26567,26839,27870,30134,31555,34252,35094,34982
3,30031,"Gallatin, MT",2720,3137,3269,3693,4281,4690,4969,5677,6146,6963,7424,8155,9104,9767,10298,11022,11305,11752,12224,12968,14288,15374,16223,16878,17710,18434,19350,20639,21336,23062,23792,25504,27332,27315,28678,30837,32860,35259,36578,35926
3,30033,"Garfield, MT",4721,4607,3879,5654,7922,6508,6057,5138,4875,7835,6920,7689,11082,10466,9951,9129,8684,12711,12933,11624,13123,13795,15804,15654,18813,16291,13876,14586,15697,18102,20651,19784,25563,21960,26876,26847,31362,26699,29164,32321
3,30035,"Glacier, MT",2939,3254,3560,4486,4482,5482,6766,7734,7035,8389,8424,9514,9985,10230,9969,9571,9455,10121,10539,10251,12104,11238,12727,12688,13562,13376,13350,14036,14154,15473,15242,16681,18192,18489,19854,22327,24167,25550,25787,27402
3,30037,"Golden Valley, MT",3392,3698,4602,5407,6712,5969,4532,4712,5755,6162,6516,6804,8591,8801,8540,9816,8976,12110,12685,10876,14262,13081,14160,15486,15839,14614,14984,15171,15942,17724,17035,18641,19904,17304,20308,21758,24858,25250,28651,30562
3,30039,"Granite, MT",2595,2892,3501,4282,5056,5232,4759,5269,5400,6681,7455,8001,8866,9458,9839,10352,10178,10816,10864,11479,12869,13844,15401,16001,16510,16262,15739,16230,17554,18650,19067,19624,21138,22135,23382,24508,25995,27392,29337,30149
3,30041,"Hill, MT",3340,3894,3929,4402,5565,6415,7365,6795,6803,8320,8191,9137,10672,11009,11784,11617,11571,12820,13547,12287,14425,15862,17060,16104,18621,18234,19073,20065,19839,21174,21656,22836,23921,24874,28419,29898,31596,32374,33851,35933
3,30043,"Jefferson, MT",2717,2945,3334,3496,4061,4326,5055,5897,6462,7207,7849,9147,9984,11178,11505,12360,13181,13817,14960,14885,16097,16801,17566,19298,19739,20060,20574,21417,22063,23057,23486,25806,27132,26970,28329,29784,31092,33381,35016,35968
