Per capita personal income 2/,FIPS,AreaName,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
3,28073,"Lamar, MS",2387,2528,2716,2867,3252,3625,4040,4665,5213,5916,6472,7187,7705,8026,8433,9127,9438,9694,10217,11203,12048,13313,15172,16060,17025,18156,18387,19165,20221,20613,21113,21528,22510,23457,24249,25895,28243,30574,32501,33452
3,28075,"Lauderdale, MS",2937,3196,3418,3794,4098,4507,4927,5260,5920,6722,7444,8081,8883,9496,10071,10946,11624,12066,12582,13246,14411,15183,15726,16525,17238,18233,18810,19723,20621,21283,21636,22876,23880,24667,25482,26497,27917,29983,30445,31908
3,28077,"Lawrence, MS",1812,1967,2049,2366,2766,3174,3457,3947,4483,5148,5808,6487,7066,7458,7552,8286,9771,8955,9405,10453,10665,11155,11799,12946,13454,14334,15551,16952,17835,18751,19255,20922,21643,21274,21871,23901,25666,25678,26393,28624
3,28079,"Leake, MS",1976,2059,2109,2412,2922,2953,3560,3945,4405,4976,5308,5694,6377,6941,7171,7994,8304,8932,9016,9640,10785,10944,11674,12455,13231,13977,14854,16481,17355,18552,18258,18522,20053,19632,20162,22364,22835,21795,22352,23979
3,28081,"Lee, MS",2955,3234,3506,3910,4312,4721,4922,5628,6115,6573,7318,7702,8517,9224,9748,10759,11283,11786,12741,13862,14853,15740,16194,17425,18093,19650,20544,21791,22744,24014,24787,25954,27039,27906,28226,29140,30364,31220,32466,33219
3,28083,"Leflore, MS",2257,2514,2753,3131,3678,3993,4249,4672,5170,5414,6283,6399,7372,7402,7517,8754,9089,9268,10649,11341,12282,13055,13584,14159,14629,15682,16173,16742,16867,17175,17792,18398,19878,19808,22153,22961,24722,25466,26299,26943
3,28085,"Lincoln, MS",2256,2457,2537,2867,3193,3493,3660,4084,4550,5245,5879,6397,6965,7336,7691,8151,8635,8921,9436,10197,11414,12169,12718,13382,13875,14800,15425,16471,17110,18112,19207,20418,21846,21609,22032,23304,24769,26009,26349,27446
3,28087,"Lowndes, MS",2567,2866,3083,3449,3822,4097,4386,5048,5612,6017,6730,7634,8705,9116,9325,10356,10875,11302,12031,12568,14169,14965,14898,15615,16476,17099,17877,18749,19246,20028,20973,21789,22589,23124,23734,24603,26324,28197,29841,31196
3,28089,"Madison, MS",2166,2375,2638,2879,3349,3798,3740,4333,4807,5564,6565,7065,7986,8654,9332,10704,11062,11754,12772,13281,14611,15517,16774,18140,19522,21510,23014,24940,26541,28939,30370,32677,33257,34001,35744,38749,40795,43518,44940,45635
3,28091,"Marion, MS",1988,2264,2445,2698,3018,3262,3504,3871,4195,4718,5194,6006,6650,6982,7326,7723,8167,8336,8571,9426,10264,10913,11444,12211,12685,13305,13926,14953,15496,16271,16598,17339,19244,19443,20252,21369,23408,24439,25036,27058
3,28093,"Marshall, MS",1825,2195,2567,2886,3170,3272,3241,3706,4151,4714,5412,5786,6345,6451,6864,7835,8301,8525,9333,9647,10328,10519,11269,12311,13051,13941,14245,15178,16513,16394,16851,17630,19116,19248,19820,20904,22427,23394,24615,25326
3,28095,"Monroe, MS",2427,2651,2883,3134,3499,3805,3987,4661,5057,5450,6120,6612,7397,7812,8300,8805,9241,9318,9990,10774,11689,12162,12603,13720,14214,15403,15708,16397,17058,17756,18668,19761,20749,21131,22039,23548,24623,25390,26444,27219
3,28097,"Montgomery, MS",2103,2265,2459,2676,2999,3338,3454,3947,4333,4898,5481,5752,6434,6767,7036,7723,7997,8471,8952,9840,10446,10848,11635,12789,13497,14388,14669,15492,16087,16763,17126,18227,20380,20055,21234,22877,23535,24008,24749,26355
3,28099,"Neshoba, MS",1983,2233,2407,2677,3121,3632,3799,4177,4380,4752,5311,5744,6307,6769,7293,8074,8544,8873,9454,10161,10953,11903,12551,13443,14513,16118,17482,19165,20103,21154,21585,21689,25015,25971,26935,28660,30131,30022,30447,31812
3,28101,"Newton, MS",2135,2359,2611,2871,3233,3515,3924,4375,4887,5356,5864,6379,7518,7926,8374,9213,9480,10094,10514,11149,12205,12450,12818,13665,14281,15185,15958,17088,18167,18984,18863,18979,20760,20908,21367,22892,23427,23274,24184,25479
3,28103,"Noxubee, MS",1680,1862,2091,2341,2662,2891,3077,3591,4026,3754,5065,4798,5673,6309,6253,6917,7660,7259,8096,8819,9093,9764,10028,11243,11473,12602,13013,14168,15306,15795,16154,16843,19119,18291,19045,20259,21359,21724,22681,23873
3,28105,"Oktibbeha, MS",2136,2365,2738,2961,3401,3704,3968,4295,4562,5162,5793,6301,6892,7244,7569,8144,8829,9157,9681,10382,11231,11818,12244,13063,13745,14339,14982,15522,16166,17327,18346,19362,21808,22316,22418,24099,25744,27018,27867,29068
3,28107,"Panola, MS",1985,2176,2355,2608,2982,3222,3370,4107,4509,4869,5654,5692,6411,6681,7082,8052,8489,8618,9563,10322,10871,11538,12132,12918,13237,14324,14693,15235,15817,16137,16657,17671,19274,18938,19897,21110,22711,23431,24409,25646
3,28109,"Pearl River, MS",2363,2533,2663,2984,3393,3700,3976,4482,4981,5700,6278,6912,7717,7987,8136,8748,8963,9113,9465,10137,10933,11386,12033,12784,13564,14426,14832,15710,16333,16875,17457,18763,19593,19731,20363,21093,23325,23405,24122,25086
3,28111,"Perry, MS",1713,1817,1973,2298,2697,2996,3274,3776,4486,4934,5614,6185,7333,7246,8172,8294,8063,8070,8142,8527,8910,9569,9626,10377,10867,11504,12174,12662,13386,14272,14689,14848,16980,17122,17317,18633,20183,21212,21514,22413
3,28113,"Pike, MS",2237,2426,2605,2851,3186,3487,3761,4197,4515,5238,5891,6382,7032,7298,7800,8329,8705,9027,9486,10058,10872,11259,12168,13012,13672,14564,15236,16212,16857,17551,17801,18601,19784,20233,20776,21563,23237,23903,24713,26576
3,28115,"Pontotoc, MS",2043,2264,2625,3154,3508,3618,3698,4519,4900,5304,5964,6322,7208,7422,7731,8601,9209,9476,10477,11230,11738,12253,12655,13795,14390,15085,15384,15855,16331,17105,18290,19031,19792,20487,21135,22586,23960,24669,25339,25702
3,28117,"Prentiss, MS",2024,2199,2307,2640,3044,3313,3481,4021,4349,4714,5410,5762,6298,6737,7077,7808,8183,8351,8828,9416,10207,10962,11382,12722,13323,14035,14150,14828,15340,15710,16069,16801,17882,18471,18658,19453,20197,21059,22064,23059
3,28119,"Quitman, MS",1575,1932,2327,2648,3268,2753,2997,3759,4283,4531,5694,5379,6534,6464,6761,7584,8195,7185,8488,9205,9626,10347,10728,12252,11881,13165,12856,14546,14824,14166,14787,15021,19908,16780,19604,20752,22758,21999,24074,26345
3,28121,"Rankin, MS",2657,2664,2863,3249,3725,4099,4432,5066,5812,6736,7636,8366,9318,9690,10314,11444,11807,12283,13003,13844,14883,15539,16452,17628,19089,20246,21500,22193,23630,24823,25862,27065,27674,27602,28215,29387,30994,32902,33929,35012
3,28123,"Scott, MS",2305,2348,2399,2739,3112,3174,3600,4027,4459,4943,5640,5950,6555,6880,7293,8504,9007,10140,10161,10866,11793,11609,12429,13609,14210,15016,15412,16620,16646,17512,17699,17855,18819,18487,18862,21115,22057,20995,22161,23567
3,28125,"Sharkey, MS",1656,1922,2416,2333,2693,3265,3901,4389,5277,4406,5779,4825,6279,6358,6481,8553,7866,6796,8918,10149,9872,11700,12719,12882,12006,14399,13230,15064,14907,15339,15316,16004,20040,16526,21970,22742,23689,22458,26802,24721
3,28127,"Simpson, MS",2735,2827,2969,3277,3950,3843,4073,4488,4766,5080,5927,6291,6751,7038,7488,8462,8889,9510,9368,10251,11593,11807,12686,13918,14683,15756,16433,17156,17030,18325,18512,18655,21215,20888,22373,24983,26011,25809,27495,28974
3,28129,"Smith, MS",2073,2116,2299,2693,3112,2969,3542,3952,4557,4758,5034,5454,6233,6939,7394,8326,8757,9608,9708,10000,11468,11197,11967,13403,14144,15367,16023,17992,18265,19790,20003,20117,22295,21552,22404,24738,25746,22861,23689,25246
3,28131,"Stone, MS",2279,2589,2809,3274,3771,4001,4263,5051,5651,6494,7290,6958,7275,7473,8164,8829,9245,9393,9415,10288,11116,11407,12481,13485,14644,15721,15981,16504,17431,18243,18749,19861,19716,20598,21989,23374,25440,26196,26642,27379
3,28133,"Sunflower, MS",1704,2196,2314,2682,3470,3119,3376,3868,4386,4711,5497,5424,6264,6449,6430,7817,8192,7779,9084,9820,10243,10103,10891,11026,11215,12466,12647,13510,14552,15022,15551,16263,17695,16267,17238,18613,20400,20949,22518,24624
3,28135,"Tallahatchie, MS",1636,1905,2209,2580,3165,2975,3077,4078,4406,4982,5846,5299,6226,6496,6135,7653,7575,6958,8152,8899,9232,9822,10659,11480,11442,13352,12437,14312,14797,14223,14856,15616,19434,17904,20938,22820,23979,23280,25392,27717
3,28137,"Tate, MS",2215,2470,2697,3135,3510,3665,3849,4588,5016,5495,6488,7014,7631,8149,8491,9407,9987,10228,10798,11427,12273,12868,13154,13963,14961,15991,16228,16876,18740,19400,19934,21562,22313,22635,23436,24679,26014,26760,27737,28217
3,28139,"Tippah, MS",2155,2305,2580,2859,3132,3267,3528,4031,4322,4604,5328,5906,6776,7149,7913,8623,9091,9588,9798,10629,11149,11796,12450,13284,14019,14886,15061,16241,16949,18008,18833,19680,20282,20291,20663,21675,22659,23162,24154,24301
3,28141,"Tishomingo, MS",2264,2460,2785,3215,3377,3668,3891,4333,4787,5679,6734,8113,8242,6792,7474,8292,8582,9011,9185,9953,10675,11435,11894,12835,13582,14875,15580,16013,16412,17086,17585,18425,18852,19428,19346,19773,20920,21832,22628,23829
3,28143,"Tunica, MS",1634,2001,2202,2466,2801,3264,3567,4066,4906,4331,5654,4845,6135,5992,6184,6836,8208,6596,8821,10116,10160,10538,10878,12203,13107,14440,15416,18377,17489,16705,17313,17251,21329,17362,21371,21640,23243,23457,26566,30072
3,28145,"Union, MS",2386,2610,2915,3293,3603,3921,4069,4743,4942,5302,5895,6458,7295,7743,8200,9201,9799,9890,10558,11309,12124,12877,13181,14621,15554,16212,16597,17473,17890,18627,19710,20228,20673,21210,21601,22520,23926,24662,25700,26406
3,28147,"Walthall, MS",1886,2144,2418,2699,3060,3230,3224,3745,3819,4313,4831,5158,6049,6420,6388,6694,7220,7312,7728,8311,9323,9536,10017,10943,11638,12471,13110,14140,14583,15224,15648,16227,17410,17209,17813,19863,21825,21625,22401,23894
3,28149,"Warren, MS",2836,3075,3327,3696,3954,4680,4924,5573,6173,6863,7694,8453,9360,9615,10237,10702,11391,11778,12430,13140,14664,15455,16194,17503,18545,20311,21206,21910,23007,24132,24786,25850,26692,27744,28704,29474,31599,32984,33857,36542
3,28151,"Washington, MS",2386,2660,2902,3211,3653,4057,4279,4698,5284,5649,6475,6959,7642,7651,8034,8946,9215,9394,10123,10903,11504,11992,12965,13426,13909,15370,16376,16964,17798,18564,18442,19015,19907,19397,20960,22478,23118,23719,25532,27553
3,28153,"Wayne, MS",1757,1893,2088,2318,2658,2976,3274,3690,4015,4488,5104,5750,6508,6741,6968,7705,8179,8462,8575,9459,10178,10993,11388,12414,12838,13534,14363,15545,15958,17058,16602,17114,18474,18312,19006,20965,22626,22869,23968,25614
3,28155,"Webster, MS",2087,2241,2440,2851,3276,3683,3821,4517,4871,5319,6073,6415,7156,7481,7652,8626,8975,9139,9805,10312,10831,11320,11796,12837,13486,14701,14748,16026,16775,17058,17644,18569,19283,17998,19026,20372,21698,21650,22802,23648
3,28157,"Wilkinson, MS",1852,1989,2153,2382,2870,3135,3112,3460,3987,4356,5171,5892,6792,7279,7322,7890,8121,7662,7887,8422,9148,9439,10062,11155,11277,12194,12355,13138,14184,13965,13748,14536,16624,16708,16746,17639,18936,19324,20265,21959
3,28159,"Winston, MS",2126,2255,2489,2859,3386,3429,3534,4044,4398,4976,5606,5881,6651,6873,7450,8218,8597,9016,9687,10346,11036,11817,11702,12132,12957,14135,14680,15771,16680,17203,17598,18488,18568,18839,19748,21166,22500,24226,24690,26617
3,28161,"Yalobusha, MS",2054,2354,2607,2678,3074,3357,3462,4087,4564,5009,5657,6338,7228,7404,7897,8684,9279,9585,10317,11440,12302,12793,13127,14191,14811,15716,15765,16665,17163,17705,18332,18761,20366,20345,21664,22095,22832,23635,23808,25020
3,28163,"Yazoo, MS",2155,2419,2628,2937,3369,4149,3720,4714,4785,5334,6553,6119,6960,7477,7280,9075,8709,8489,10298,11246,11596,12485,13052,13356,13697,15472,15000,16415,16909,17257,17328,17900,19529,18561,21314,22234,22843,22345,23594,24402
3,29001,"Adair, MO",2469,2667,2920,3136,3665,4045,4689,5073,5588,6112,6897,7300,8122,8291,8677,9068,9456,9932,10288,10782,11874,12451,13475,14340,14891,15811,16360,17065,17988,18478,19025,20369,21292,21196,21307,22318,23136,24116,25174,25686
3,29003,"Andrew, MO",3444,3513,3774,4137,4984,4682,5054,5321,6242,6807,7945,7814,8986,9223,9573,10574,11684,12014,12294,12585,13970,14530,15432,16281,16658,17856,18748,20248,21906,23087,24553,25811,26979,27162,28113,30673,31895,34193,37404,39714
3,29005,"Atchison, MO",3302,3725,3761,4452,5751,4704,5468,5863,5913,7312,8369,5645,9159,9070,8599,10873,12579,13082,12469,11230,11904,14367,15380,17122,14613,19506,16918,21394,22441,22822,22696,25437,26971,25386,27345,30065,28949,29288,31514,34492
3,29007,"Audrain, MO",3303,3646,3752,4086,5107,4984,5407,5692,6631,7398,8468,8292,9631,9866,9973,11404,12148,12239,12731,13499,14763,14893,15643,16157,16784,16913,18204,19336,20417,21749,20823,23095,23526,22644,23223,25578,24744,26714,28683,30612
3,29009,"Barry, MO",2819,2983,3150,3461,3930,4216,4457,5046,5190,5820,6306,7092,7912,8268,8840,9672,10055,10630,10592,11226,12264,12507,13568,13960,14618,15059,15709,16540,17288,18559,19305,20990,21987,22306,22469,24598,25188,25512,26475,27182
3,29011,"Barton, MO",2597,2812,3132,3488,4468,4430,4666,4996,5797,6303,7186,7344,8667,9143,9945,10518,11265,12118,12443,13021,14034,13211,13744,14875,15464,16610,16213,17766,18818,18573,18967,19902,21655,21245,22628,24157,23963,23863,24724,27661
3,29013,"Bates, MO",2827,3234,3497,3867,4799,4463,4927,5418,5875,7015,8138,8544,10083,10080,10025,10884,11342,11630,12091,12337,12922,12798,13283,14749,14760,15830,15707,17870,18970,19630,20326,21747,25027,23538,24579,27280,27328,28185,29438,32169
3,29015,"Benton, MO",2249,2467,2587,2826,3569,3612,4012,4453,5030,5709,6302,5988,7015,7576,8072,9349,9698,10319,10376,10876,11540,11494,12469,13086,13526,14241,14849,15822,16848,17790,18472,19676,21417,21366,21311,22953,23144,24215,25011,26542
3,29017,"Bollinger, MO",1766,2112,2118,2401,3019,2911,3162,3724,3876,4748,5463,5327,6335,6704,6827,7886,8421,8734,8983,9485,10279,10624,11281,11965,12511,13129,13668,14113,15284,15909,16442,18253,19009,19563,20359,21788,22490,22871,23577,25273
3,29019,"Boone, MO",3095,3343,3616,3923,4255,4678,5422,5993,6623,7280,8212,8978,9721,10446,11457,12257,13030,13747,14604,15244,15961,16975,18010,18957,19851,20808,21647,22743,23789,25050,25940,27450,27926,28273,29654,31743,32498,33946,35298,36133
3,29021,"Buchanan, MO",3294,3565,3825,4093,4479,4823,5260,5754,6283,6924,7755,8706,9789,10665,11096,12015,12614,13008,13444,14272,15387,15672,16503,17068,17560,18490,18967,19873,20861,21807,22899,24581,24889,25517,26108,26674,27426,28973,29782,30990
3,29023,"Butler, MO",2225,2565,2786,2967,3499,3859,4181,4497,5037,5517,6097,6735,7837,8072,8812,9641,10059,10574,10949,11462,12193,12568,13654,14652,15555,16207,17624,18247,19326,20641,21517,22770,23649,23905,25932,27308,27727,28356,29849,32867
3,29025,"Caldwell, MO",2595,3061,3195,3697,4322,4464,5053,5239,6407,7176,8087,7785,9568,9436,9578,10849,12237,11957,11829,11817,12427,12113,12705,14433,14830,16050,16780,18686,19686,21019,21662,24844,26234,24269,25869,28221,29054,30001,31374,33468
3,29027,"Callaway, MO",3043,3346,3526,3662,4114,4655,4760,5458,6245,7130,7908,8339,9723,10842,11559,12277,12225,13112,13448,13703,14512,14240,14875,15477,15757,16967,17366,17927,18693,19269,20107,21062,21797,21704,22391,24294,24531,25344,26544,27563
3,29029,"Camden, MO",2582,2820,3144,3356,3686,4011,4425,5053,5426,6286,6967,7785,8645,9271,9993,10925,11449,12028,12423,12962,14181,14502,15371,16438,17532,18605,19434,20113,21121,22631,23765,25960,26381,27043,28247,28779,29974,31759,32311,32963
3,29031,"Cape Girardeau, MO",2996,3386,3620,3792,4299,4699,5436,5874,6414,7166,7889,8340,9436,9846,10454,11660,12191,12918,13887,14433,15359,15774,16424,17313,18051,19106,20186,20838,21877,23372,24373,25995,26471,28172,29096,29846,30157,31590,33385,33913
3,29033,"Carroll, MO",3511,3956,4219,4659,5706,5386,5824,5590,7401,7691,8583,7562,9393,9748,9726,11352,13049,12725,12718,13297,14414,13927,14625,16133,15311,17783,17039,19703,20050,19597,20623,22177,23149,22795,23752,26505,25630,27217,29382,32437
3,29035,"Carter, MO",1940,2343,2530,2568,2740,3067,3235,3517,3613,4109,4481,5053,5458,5825,6666,7607,8045,8274,8935,9145,10306,10611,11410,12145,12822,13455,14567,15068,15585,15818,16988,18153,19122,19983,21043,22879,23161,23950,24205,25577
3,29037,"Cass, MO",3405,3352,3808,4152,4527,4726,5205,5963,6746,7355,8572,9340,10462,10701,11155,12392,13263,13981,14456,14888,15762,16104,16665,18382,19244,20539,21149,22400,23364,24643,26079,27121,28207,28197,28969,29030,29861,31326,32346,33300
3,29039,"Cedar, MO",2456,2413,2611,2869,3294,3565,3727,4142,4507,5208,5850,6389,7176,7419,8024,9189,9505,9909,10336,10727,11621,11760,12400,13080,13730,14134,14751,15448,16420,16917,16605,18218,19737,19608,20167,21259,21692,22611,23837,24854
3,29041,"Chariton, MO",3202,3809,4164,4636,5764,5164,5291,5500,7059,7905,9365,8432,9430,9200,9358,10603,12377,12130,13037,13238,14317,13883,15098,15686,14977,16358,15878,18622,19839,20533,21255,23711,25924,24624,26007,29037,28512,29611,31790,33933
3,29043,"Christian, MO",2761,3032,3148,3361,3840,3903,4251,5043,5343,6057,6713,7561,8661,9197,9856,10871,11462,12079,12400,12925,13761,13906,14552,15848,16937,17907,18751,19527,20655,21716,22610,23656,24313,24391,24989,25682,26556,27270,28206,28539
3,29045,"Clark, MO",2546,2721,3001,3302,4381,3517,4242,4372,5279,6213,7420,6851,8244,7925,7025,9308,10399,10184,10158,9750,10930,11115,11843,13500,12934,14658,13971,16612,17792,17395,17942,21115,21279,21256,23093,24984,24558,25516,27259,29046
3,29047,"Clay, MO",4253,4090,4328,4703,5089,5522,6074,6825,7761,8632,9750,10888,11945,12747,13629,14924,15905,16675,17177,18069,18888,18644,19236,20257,20855,22077,23320,24705,25784,27454,28475,30902,31859,32718,33525,33219,33831,34890,35860,36269
3,29049,"Clinton, MO",3452,3640,3829,4142,4753,4486,5104,5634,6340,7409,8602,8441,9963,10400,10967,11997,13002,13322,13627,13930,15159,14803,15576,16707,17313,18765,19183,20462,21929,22940,23272,24880,25816,25715,26063,27812,28406,29738,31267,32844
3,29051,"Cole, MO",3344,3711,4063,4279,4787,5224,5747,6315,6908,7584,8248,8921,9949,10695,11360,12266,12891,13612,14282,15038,16311,17503,18383,19075,20043,20776,21829,23020,24540,25718,26975,28473,30444,31488,32298,33660,34682,36207,37533,38550
3,29053,"Cooper, MO",3148,3534,3857,4104,5173,4982,5468,5449,5892,6937,8019,7694,8717,9359,9741,10661,11355,11549,11940,12124,13284,13224,14653,15392,15406,16010,16183,17935,18743,19517,19419,21042,21357,21708,22453,24687,24286,25424,27014,29187
3,29055,"Crawford, MO",2701,2898,3131,3267,3737,4025,4329,4843,5211,5911,6497,6914,7598,8231,8712,9323,9698,10168,10598,11337,12112,12410,12686,13624,14340,15082,15916,16673,17838,18835,20030,21321,23522,24234,24853,25865,26682,27538,27973,29188
3,29057,"Dade, MO",2481,2710,2831,3246,4058,3958,4041,4591,4791,5481,6559,6522,7941,8253,8899,9415,9781,10658,10655,11462,12334,12336,12855,13833,14285,14541,14557,15827,17363,17763,17837,18808,20697,20169,22841,25523,24893,25160,25488,27786
3,29059,"Dallas, MO",2144,2255,2454,2666,2903,3079,3273,3946,4417,4970,5560,6342,7308,6970,7188,8160,8631,9231,9230,9799,10994,11100,11469,12244,12853,13403,14092,15024,16185,17735,18700,19737,21953,22165,23075,24784,25756,25885,26156,26965
3,29061,"Daviess, MO",2402,2866,3227,3574,4608,3997,3883,4360,5699,6063,7274,6201,7163,7542,7301,8624,10363,10246,10874,10415,12161,12504,13275,14781,14077,16120,15657,18831,20629,19592,18777,21625,21474,20255,20989,23361,23167,23897,25731,26717
3,29063,"DeKalb, MO",2925,3319,3150,3755,4513,3995,4732,4456,5366,6187,7100,6678,8011,8022,8146,9335,10470,10348,10406,10250,10205,10271,10848,11774,11596,12813,12246,13607,14760,14789,14732,14317,14665,14429,14949,17902,18301,19213,20965,22389
3,29065,"Dent, MO",2425,2699,2831,3050,3333,3706,4008,4664,4893,5587,6153,7004,7411,8125,8471,8598,9175,9585,10098,10763,11420,12084,12937,13392,14215,14912,15300,16382,17232,18151,18171,19634,20244,20617,20825,22001,23323,24550,25162,26175
3,29067,"Douglas, MO",1748,1900,1997,2079,2617,2735,2868,3466,3741,4429,4786,5184,5808,5843,6445,7317,7663,8210,8327,8440,9368,9528,10146,10743,11701,11809,12457,13338,14530,15277,15650,16977,18395,18574,19620,20691,21710,22056,22682,23248
3,29069,"Dunklin, MO",2167,2462,2935,3040,3617,3433,3766,4137,4880,5187,5836,6247,7028,7662,7942,9200,8891,9483,10919,11828,11875,12072,13595,14517,14545,15832,15903,17407,18282,17993,18616,19931,20875,21061,24278,25053,25113,26220,27335,29299
3,29071,"Franklin, MO",3222,3470,3698,3982,4362,4635,5056,5702,6271,7064,7848,8629,9647,10361,11124,12243,12824,13415,14034,14576,15425,15613,16360,17333,18239,19889,20626,21093,22716,23862,24605,26111,26939,27614,28110,29394,30612,32410,33815,35244
3,29073,"Gasconade, MO",2675,3024,3174,3460,3925,4108,4713,5279,5825,6768,7719,8282,9200,9851,10536,11400,11734,12191,12613,13049,13865,14082,14780,15718,15969,17270,18313,19114,19716,21141,21618,22897,23387,23389,23787,25725,25805,27410,28847,29758
3,29075,"Gentry, MO",2977,3186,3232,3767,4593,4267,5086,4716,5551,6621,7560,7097,8596,8883,8564,10085,10816,11245,11686,11404,12764,12699,14318,15082,14704,16121,16451,19965,21143,20062,19628,22034,23232,22408,23768,26060,27717,29324,32336,33569
3,29077,"Greene, MO",3182,3439,3639,3970,4371,4696,5206,5736,6230,6957,7716,8635,9574,10409,11087,12060,12611,13316,13862,14605,15579,16287,17423,19215,19235,20339,20890,21880,22797,24468,25362,26266,27705,27765,29002,29922,31015,32368,33739,34193
3,29079,"Grundy, MO",2667,3078,3117,3552,4395,4115,4715,5004,5775,6638,7377,7054,8003,8623,8800,9607,11007,11117,11926,11947,13265,13673,14506,15261,15469,17126,16518,18129,18955,18872,19238,21217,22141,22246,22117,24419,24367,25473,27060,28189
3,29081,"Harrison, MO",2643,2914,3145,3568,4208,4113,4475,4660,5228,6285,7396,6779,8317,8460,8318,9715,11167,11105,11998,11543,13245,13255,14313,14463,14196,16235,15830,16984,18435,18240,18245,20710,21118,21200,21463,24172,24228,24409,25893,27149
3,29083,"Henry, MO",2838,3233,3481,3732,4510,4737,5287,5575,6113,6780,7802,8054,9399,9655,10236,11298,11591,11700,11622,12301,13100,13116,13527,14722,15535,16386,16798,18171,19112,20002,20907,22166,23116,23244,24605,25450,26242,27121,28490,29916
3,29085,"Hickory, MO",2011,2176,2143,2502,2959,2972,3412,3501,3979,4234,4822,5026,6168,6328,6592,7349,8275,8691,8922,9351,10059,10619,11249,12047,12429,12776,13050,13743,14682,15006,15534,16819,17659,17855,17985,19206,19449,20101,20799,22082
3,29087,"Holt, MO",3370,3590,3900,4246,5624,4776,4956,4764,6032,6934,8822,7684,9900,9250,9227,10399,12748,11926,12207,11388,12928,14215,15810,16858,14857,19876,16321,22082,21954,22379,21797,24711,24527,23678,24808,27539,27015,28404,30114,33391
3,29089,"Howard, MO",2859,3172,3281,3607,4275,4686,4649,5037,5518,6101,6948,6921,8330,8602,8942,10364,11036,11221,11811,12401,13156,13333,14850,15325,15615,17205,17005,18901,19539,20590,21001,22431,23528,24385,25026,28572,27775,29997,31978,33877
3,29091,"Howell, MO",2396,2538,2626,2829,3201,3371,3714,4017,4374,5051,5651,6244,6979,7456,8033,8526,8952,9511,9783,10376,11328,11540,12544,13308,13979,14370,15003,15610,16560,17329,17679,18668,20300,20452,21382,22907,23709,24952,25297,26124
3,29093,"Iron, MO",2499,2880,2917,3078,3346,3667,4016,4519,4923,5475,6210,7177,7632,8385,8726,8642,9296,9893,9393,9906,10747,11145,12053,13415,13389,14125,15335,15867,16660,17235,17582,18451,19427,20003,20681,21588,22579,23637,26176,29342
3,29095,"Jackson, MO",4024,4379,4683,5116,5545,6044,6709,7304,8093,8840,9743,10558,11373,12208,12842,14156,15070,15763,16658,17405,18235,19023,19908,20857,21613,22756,23618,24498,25610,27566,28604,30165,31346,31818,32195,32959,33870,35608,36526,36821
3,29097,"Jasper, MO",2908,3161,3344,3637,3976,4329,4698,5231,5816,6458,7169,7907,8723,9287,9995,10896,11485,12080,12644,13333,13962,14726,15447,16617,17263,18273,18922,19594,20364,21362,22007,23432,23837,23886,24698,25809,26018,27011,27664,28431
3,29099,"Jefferson, MO",3230,3373,3541,3752,3929,4234,4393,4930,5728,6670,7629,8880,9530,10185,10794,11776,12328,12913,13256,13765,14383,14480,15176,16067,16992,18349,19341,20100,21172,22248,23439,25054,25983,26628,27493,27925,29261,30684,31843,33408
3,29101,"Johnson, MO",2867,3050,3096,3360,3853,4061,4736,4837,5116,5707,6760,6550,7353,7940,8383,9522,10105,10522,10900,11423,12238,13385,13861,14740,15029,15557,15772,16965,17734,18305,19219,20081,21338,22013,22338,23974,24594,25600,26310,27394
3,29103,"Knox, MO",2736,2981,3401,3636,5495,3915,4259,4233,5583,5913,7611,6345,7425,7593,6931,8557,11342,10994,10944,10514,13264,13084,13173,14146,14867,16206,14409,18086,18738,17726,16684,21051,23229,21339,23330,26907,24299,26423,28218,30459
3,29105,"Laclede, MO",2631,2916,3147,3335,3822,4115,4570,4892,5200,5593,6180,6892,7776,8423,9159,9659,10006,10581,11055,11690,11998,12583,13336,14114,14829,15418,16211,16885,17767,18299,18666,19887,20465,21098,21672,22966,24714,24792,25560,26345
3,29107,"Lafayette, MO",3512,3909,4132,4545,5105,5211,5642,6209,6831,7714,8938,8705,9895,10319,10639,11514,13003,13246,13721,14403,15298,15375,16356,17493,17859,19070,19351,21253,22692,22978,23687,25057,26667,26251,27065,29965,30456,31767,34189,35919
3,29109,"Lawrence, MO",2594,2739,2902,3171,3687,3769,4190,4780,5219,5721,6278,7032,7878,8626,9021,9611,10188,10698,10767,11256,12005,12212,13040,13600,14278,15004,15585,16590,17172,17637,17869,18881,19553,19645,20355,22014,22776,23760,24680,25660
3,29111,"Lewis, MO",2476,2743,2997,3468,4334,3977,4703,4485,5109,6045,7295,7368,8581,8346,8097,9403,10948,10564,10958,11084,11974,12265,12658,14062,14159,15592,14897,16502,17599,16742,16615,18641,19437,19348,20990,22984,22210,23190,25055,26995
3,29113,"Lincoln, MO",3241,3504,3656,3866,4403,4546,4777,5272,5951,6869,8009,8191,9564,10149,10611,12184,13236,13516,13336,13413,14198,14410,14834,15952,16129,17461,18166,19083,20451,20974,21663,23119,23794,23590,24468,25185,26006,26697,27252,28149
